car_type,model_year,interval_start,interval_end,duration,exposure_month,n_censored,n_failed,active_warranties
Mid-Size SUV,2019,2020-07-01,2020-07-31,9,07,,1.0,1000
Mid-Size SUV,2019,2020-07-01,2020-07-31,12,07,,2.0,1000
Mid-Size SUV,2019,2020-07-01,2020-07-31,13,07,,1.0,1000
Mid-Size SUV,2019,2020-07-01,2020-07-31,16,07,,1.0,1000
Mid-Size SUV,2019,2020-07-01,2020-07-31,17,07,,1.0,1000
Mid-Size SUV,2019,2020-08-01,2020-08-31,5,08,,1.0,1000
Mid-Size SUV,2019,2020-08-01,2020-08-31,6,08,,1.0,1000
Mid-Size SUV,2019,2020-08-01,2020-08-31,7,08,,1.0,1000
Mid-Size SUV,2019,2020-08-01,2020-08-31,9,08,,1.0,1000
Mid-Size SUV,2019,2020-08-01,2020-08-31,11,08,,1.0,1000
Mid-Size SUV,2019,2020-08-01,2020-08-31,18,08,,1.0,1000
Mid-Size SUV,2019,2020-09-01,2020-09-30,6,09,,1.0,1000
Mid-Size SUV,2019,2020-09-01,2020-09-30,7,09,,1.0,1000
Mid-Size SUV,2019,2020-09-01,2020-09-30,8,09,,1.0,1000
Mid-Size SUV,2019,2020-09-01,2020-09-30,12,09,,1.0,1000
Mid-Size SUV,2019,2020-09-01,2020-09-30,14,09,,1.0,1000
Mid-Size SUV,2019,2020-09-01,2020-09-30,15,09,,1.0,1000
Mid-Size SUV,2019,2020-09-01,2020-09-30,18,09,,1.0,1000
Mid-Size SUV,2019,2020-10-01,2020-10-31,6,10,,1.0,1000
Mid-Size SUV,2019,2020-10-01,2020-10-31,7,10,,2.0,1000
Mid-Size SUV,2019,2020-10-01,2020-10-31,10,10,,1.0,1000
Mid-Size SUV,2019,2020-10-01,2020-10-31,11,10,,2.0,1000
Mid-Size SUV,2019,2020-10-01,2020-10-31,13,10,,3.0,1000
Mid-Size SUV,2019,2020-10-01,2020-10-31,14,10,,1.0,1000
Mid-Size SUV,2019,2020-10-01,2020-10-31,17,10,,2.0,1000
Mid-Size SUV,2019,2020-10-01,2020-10-31,21,10,1.0,,1000
Mid-Size SUV,2019,2020-11-01,2020-11-30,6,11,,1.0,999
Mid-Size SUV,2019,2020-11-01,2020-11-30,7,11,,1.0,999
Mid-Size SUV,2019,2020-11-01,2020-11-30,10,11,,1.0,999
Mid-Size SUV,2019,2020-11-01,2020-11-30,11,11,,1.0,999
Mid-Size SUV,2019,2020-11-01,2020-11-30,13,11,,1.0,999
Mid-Size SUV,2019,2020-11-01,2020-11-30,24,11,1.0,,999
Mid-Size SUV,2019,2020-12-01,2020-12-31,12,12,,1.0,998
Mid-Size SUV,2019,2020-12-01,2020-12-31,16,12,,1.0,998
Mid-Size SUV,2019,2020-12-01,2020-12-31,17,12,,1.0,998
Mid-Size SUV,2019,2020-12-01,2020-12-31,18,12,,1.0,998
Mid-Size SUV,2019,2020-12-01,2020-12-31,19,12,,1.0,998
Mid-Size SUV,2019,2020-12-01,2020-12-31,21,12,,1.0,998
Mid-Size SUV,2019,2020-12-01,2020-12-31,22,12,3.0,,998
Mid-Size SUV,2019,2020-12-01,2020-12-31,24,12,1.0,,998
Mid-Size SUV,2019,2020-12-01,2020-12-31,25,12,1.0,,998
Mid-Size SUV,2019,2021-01-01,2021-01-31,8,01,,1.0,993
Mid-Size SUV,2019,2021-01-01,2021-01-31,10,01,,2.0,993
Mid-Size SUV,2019,2021-01-01,2021-01-31,13,01,,2.0,993
Mid-Size SUV,2019,2021-01-01,2021-01-31,14,01,,2.0,993
Mid-Size SUV,2019,2021-01-01,2021-01-31,17,01,,1.0,993
Mid-Size SUV,2019,2021-01-01,2021-01-31,20,01,,1.0,993
Mid-Size SUV,2019,2021-01-01,2021-01-31,21,01,,1.0,993
Mid-Size SUV,2019,2021-01-01,2021-01-31,22,01,1.0,1.0,993
Mid-Size SUV,2019,2021-01-01,2021-01-31,24,01,1.0,,993
Mid-Size SUV,2019,2021-01-01,2021-01-31,26,01,1.0,,993
Mid-Size SUV,2019,2021-02-01,2021-02-28,15,02,,1.0,990
Mid-Size SUV,2019,2021-02-01,2021-02-28,17,02,,1.0,990
Mid-Size SUV,2019,2021-02-01,2021-02-28,21,02,,1.0,990
Mid-Size SUV,2019,2021-02-01,2021-02-28,22,02,,1.0,990
Mid-Size SUV,2019,2021-02-01,2021-02-28,24,02,1.0,,990
Mid-Size SUV,2019,2021-02-01,2021-02-28,28,02,1.0,,990
Mid-Size SUV,2019,2021-03-01,2021-03-31,13,03,,1.0,988
Mid-Size SUV,2019,2021-03-01,2021-03-31,15,03,,1.0,988
Mid-Size SUV,2019,2021-03-01,2021-03-31,18,03,,2.0,988
Mid-Size SUV,2019,2021-03-01,2021-03-31,20,03,,2.0,988
Mid-Size SUV,2019,2021-03-01,2021-03-31,21,03,,1.0,988
Mid-Size SUV,2019,2021-03-01,2021-03-31,23,03,1.0,,988
Mid-Size SUV,2019,2021-03-01,2021-03-31,24,03,,1.0,988
Mid-Size SUV,2019,2021-03-01,2021-03-31,26,03,,2.0,988
Mid-Size SUV,2019,2021-03-01,2021-03-31,27,03,2.0,1.0,988
Mid-Size SUV,2019,2021-03-01,2021-03-31,29,03,1.0,,988
Mid-Size SUV,2019,2021-04-01,2021-04-30,14,04,,1.0,983
Mid-Size SUV,2019,2021-04-01,2021-04-30,19,04,,1.0,983
Mid-Size SUV,2019,2021-04-01,2021-04-30,22,04,,1.0,983
Mid-Size SUV,2019,2021-04-01,2021-04-30,24,04,1.0,,983
Mid-Size SUV,2019,2021-04-01,2021-04-30,25,04,2.0,1.0,983
Mid-Size SUV,2019,2021-04-01,2021-04-30,26,04,2.0,,983
Mid-Size SUV,2019,2021-04-01,2021-04-30,28,04,1.0,,983
Mid-Size SUV,2019,2021-04-01,2021-04-30,29,04,1.0,,983
Mid-Size SUV,2019,2021-05-01,2021-05-31,17,05,,1.0,977
Mid-Size SUV,2019,2021-05-01,2021-05-31,19,05,,2.0,977
Mid-Size SUV,2019,2021-05-01,2021-05-31,20,05,,1.0,977
Mid-Size SUV,2019,2021-05-01,2021-05-31,22,05,1.0,,977
Mid-Size SUV,2019,2021-05-01,2021-05-31,23,05,1.0,1.0,977
Mid-Size SUV,2019,2021-05-01,2021-05-31,24,05,1.0,,977
Mid-Size SUV,2019,2021-05-01,2021-05-31,25,05,6.0,2.0,977
Mid-Size SUV,2019,2021-05-01,2021-05-31,26,05,1.0,,977
Mid-Size SUV,2019,2021-05-01,2021-05-31,27,05,2.0,,977
Mid-Size SUV,2019,2021-05-01,2021-05-31,28,05,1.0,,977
Mid-Size SUV,2019,2021-05-01,2021-05-31,29,05,4.0,,977
Mid-Size SUV,2019,2021-05-01,2021-05-31,30,05,1.0,,977
Mid-Size SUV,2019,2021-06-01,2021-06-30,18,06,,2.0,958
Mid-Size SUV,2019,2021-06-01,2021-06-30,19,06,,1.0,958
Mid-Size SUV,2019,2021-06-01,2021-06-30,20,06,,1.0,958
Mid-Size SUV,2019,2021-06-01,2021-06-30,23,06,1.0,,958
Mid-Size SUV,2019,2021-06-01,2021-06-30,24,06,8.0,1.0,958
Mid-Size SUV,2019,2021-06-01,2021-06-30,25,06,4.0,,958
Mid-Size SUV,2019,2021-06-01,2021-06-30,26,06,3.0,,958
Mid-Size SUV,2019,2021-06-01,2021-06-30,27,06,6.0,,958
Mid-Size SUV,2019,2021-06-01,2021-06-30,28,06,2.0,,958
Mid-Size SUV,2019,2021-06-01,2021-06-30,29,06,2.0,,958
Mid-Size SUV,2019,2021-06-01,2021-06-30,30,06,2.0,,958
Mid-Size SUV,2019,2021-07-01,2021-07-31,14,07,,1.0,929
Mid-Size SUV,2019,2021-07-01,2021-07-31,21,07,1.0,1.0,929
Mid-Size SUV,2019,2021-07-01,2021-07-31,23,07,1.0,1.0,929
Mid-Size SUV,2019,2021-07-01,2021-07-31,24,07,3.0,,929
Mid-Size SUV,2019,2021-07-01,2021-07-31,25,07,4.0,1.0,929
Mid-Size SUV,2019,2021-07-01,2021-07-31,26,07,4.0,,929
Mid-Size SUV,2019,2021-07-01,2021-07-31,27,07,5.0,,929
Mid-Size SUV,2019,2021-07-01,2021-07-31,28,07,5.0,,929
Mid-Size SUV,2019,2021-07-01,2021-07-31,29,07,1.0,,929
Mid-Size SUV,2019,2021-07-01,2021-07-31,30,07,5.0,,929
Mid-Size SUV,2019,2021-07-01,2021-07-31,31,07,2.0,,929
Mid-Size SUV,2019,2021-08-01,2021-08-31,17,08,,1.0,899
Mid-Size SUV,2019,2021-08-01,2021-08-31,20,08,1.0,,899
Mid-Size SUV,2019,2021-08-01,2021-08-31,21,08,,1.0,899
Mid-Size SUV,2019,2021-08-01,2021-08-31,22,08,1.0,,899
Mid-Size SUV,2019,2021-08-01,2021-08-31,25,08,4.0,,899
Mid-Size SUV,2019,2021-08-01,2021-08-31,26,08,1.0,,899
Mid-Size SUV,2019,2021-08-01,2021-08-31,27,08,4.0,,899
Mid-Size SUV,2019,2021-08-01,2021-08-31,28,08,3.0,1.0,899
Mid-Size SUV,2019,2021-08-01,2021-08-31,29,08,5.0,,899
Mid-Size SUV,2019,2021-08-01,2021-08-31,30,08,1.0,,899
Mid-Size SUV,2019,2021-08-01,2021-08-31,31,08,3.0,,899
Mid-Size SUV,2019,2021-08-01,2021-08-31,32,08,2.0,,899
Mid-Size SUV,2019,2021-09-01,2021-09-30,23,09,1.0,2.0,873
Mid-Size SUV,2019,2021-09-01,2021-09-30,24,09,5.0,,873
Mid-Size SUV,2019,2021-09-01,2021-09-30,25,09,3.0,2.0,873
Mid-Size SUV,2019,2021-09-01,2021-09-30,26,09,5.0,,873
Mid-Size SUV,2019,2021-09-01,2021-09-30,27,09,6.0,1.0,873
Mid-Size SUV,2019,2021-09-01,2021-09-30,28,09,2.0,1.0,873
Mid-Size SUV,2019,2021-09-01,2021-09-30,29,09,6.0,,873
Mid-Size SUV,2019,2021-09-01,2021-09-30,30,09,3.0,,873
Mid-Size SUV,2019,2021-09-01,2021-09-30,31,09,3.0,,873
Mid-Size SUV,2019,2021-09-01,2021-09-30,32,09,5.0,,873
Mid-Size SUV,2019,2021-09-01,2021-09-30,33,09,1.0,1.0,873
Mid-Size SUV,2019,2021-09-01,2021-09-30,35,09,1.0,,873
Mid-Size SUV,2019,2021-10-01,2021-10-31,23,10,1.0,1.0,833
Mid-Size SUV,2019,2021-10-01,2021-10-31,24,10,2.0,2.0,833
Mid-Size SUV,2019,2021-10-01,2021-10-31,25,10,5.0,,833
Mid-Size SUV,2019,2021-10-01,2021-10-31,26,10,6.0,,833
Mid-Size SUV,2019,2021-10-01,2021-10-31,27,10,6.0,,833
Mid-Size SUV,2019,2021-10-01,2021-10-31,28,10,7.0,,833
Mid-Size SUV,2019,2021-10-01,2021-10-31,29,10,5.0,,833
Mid-Size SUV,2019,2021-10-01,2021-10-31,30,10,3.0,1.0,833
Mid-Size SUV,2019,2021-10-01,2021-10-31,31,10,5.0,,833
Mid-Size SUV,2019,2021-10-01,2021-10-31,32,10,1.0,,833
Mid-Size SUV,2019,2021-10-01,2021-10-31,33,10,1.0,,833
Mid-Size SUV,2019,2021-10-01,2021-10-31,36,10,1.0,,833
Mid-Size SUV,2019,2021-11-01,2021-11-30,20,11,,1.0,786
Mid-Size SUV,2019,2021-11-01,2021-11-30,22,11,1.0,1.0,786
Mid-Size SUV,2019,2021-11-01,2021-11-30,23,11,4.0,,786
Mid-Size SUV,2019,2021-11-01,2021-11-30,24,11,1.0,1.0,786
Mid-Size SUV,2019,2021-11-01,2021-11-30,25,11,6.0,,786
Mid-Size SUV,2019,2021-11-01,2021-11-30,26,11,6.0,,786
Mid-Size SUV,2019,2021-11-01,2021-11-30,27,11,7.0,1.0,786
Mid-Size SUV,2019,2021-11-01,2021-11-30,28,11,9.0,,786
Mid-Size SUV,2019,2021-11-01,2021-11-30,29,11,4.0,,786
Mid-Size SUV,2019,2021-11-01,2021-11-30,30,11,8.0,,786
Mid-Size SUV,2019,2021-11-01,2021-11-30,31,11,6.0,,786
Mid-Size SUV,2019,2021-11-01,2021-11-30,32,11,4.0,,786
Mid-Size SUV,2019,2021-11-01,2021-11-30,33,11,1.0,,786
Mid-Size SUV,2019,2021-11-01,2021-11-30,34,11,1.0,,786
Mid-Size SUV,2019,2021-11-01,2021-11-30,35,11,1.0,,786
Mid-Size SUV,2019,2021-11-01,2021-11-30,36,11,4.0,,786
Mid-Size SUV,2019,2021-12-01,2021-12-31,22,12,3.0,,727
Mid-Size SUV,2019,2021-12-01,2021-12-31,23,12,2.0,,727
Mid-Size SUV,2019,2021-12-01,2021-12-31,24,12,2.0,,727
Mid-Size SUV,2019,2021-12-01,2021-12-31,25,12,1.0,1.0,727
Mid-Size SUV,2019,2021-12-01,2021-12-31,26,12,3.0,1.0,727
Mid-Size SUV,2019,2021-12-01,2021-12-31,27,12,7.0,,727
Mid-Size SUV,2019,2021-12-01,2021-12-31,28,12,9.0,,727
Mid-Size SUV,2019,2021-12-01,2021-12-31,29,12,11.0,,727
Mid-Size SUV,2019,2021-12-01,2021-12-31,30,12,4.0,,727
Mid-Size SUV,2019,2021-12-01,2021-12-31,31,12,3.0,,727
Mid-Size SUV,2019,2021-12-01,2021-12-31,32,12,4.0,,727
Mid-Size SUV,2019,2021-12-01,2021-12-31,33,12,3.0,,727
Mid-Size SUV,2019,2021-12-01,2021-12-31,34,12,2.0,,727
Mid-Size SUV,2019,2021-12-01,2021-12-31,35,12,4.0,,727
Mid-Size SUV,2019,2021-12-01,2021-12-31,36,12,7.0,,727
Mid-Size SUV,2019,2022-01-01,2022-01-31,20,01,1.0,,661
Mid-Size SUV,2019,2022-01-01,2022-01-31,22,01,,1.0,661
Mid-Size SUV,2019,2022-01-01,2022-01-31,23,01,1.0,1.0,661
Mid-Size SUV,2019,2022-01-01,2022-01-31,24,01,,1.0,661
Mid-Size SUV,2019,2022-01-01,2022-01-31,25,01,6.0,1.0,661
Mid-Size SUV,2019,2022-01-01,2022-01-31,26,01,8.0,,661
Mid-Size SUV,2019,2022-01-01,2022-01-31,27,01,8.0,2.0,661
Mid-Size SUV,2019,2022-01-01,2022-01-31,28,01,5.0,,661
Mid-Size SUV,2019,2022-01-01,2022-01-31,29,01,7.0,,661
Mid-Size SUV,2019,2022-01-01,2022-01-31,30,01,2.0,,661
Mid-Size SUV,2019,2022-01-01,2022-01-31,31,01,7.0,1.0,661
Mid-Size SUV,2019,2022-01-01,2022-01-31,32,01,5.0,,661
Mid-Size SUV,2019,2022-01-01,2022-01-31,33,01,5.0,,661
Mid-Size SUV,2019,2022-01-01,2022-01-31,34,01,2.0,,661
Mid-Size SUV,2019,2022-01-01,2022-01-31,35,01,2.0,,661
Mid-Size SUV,2019,2022-01-01,2022-01-31,36,01,15.0,,661
Mid-Size SUV,2019,2022-02-01,2022-02-28,22,02,1.0,,585
Mid-Size SUV,2019,2022-02-01,2022-02-28,23,02,2.0,1.0,585
Mid-Size SUV,2019,2022-02-01,2022-02-28,24,02,3.0,,585
Mid-Size SUV,2019,2022-02-01,2022-02-28,25,02,5.0,,585
Mid-Size SUV,2019,2022-02-01,2022-02-28,26,02,4.0,1.0,585
Mid-Size SUV,2019,2022-02-01,2022-02-28,27,02,4.0,1.0,585
Mid-Size SUV,2019,2022-02-01,2022-02-28,28,02,8.0,,585
Mid-Size SUV,2019,2022-02-01,2022-02-28,29,02,10.0,,585
Mid-Size SUV,2019,2022-02-01,2022-02-28,30,02,10.0,1.0,585
Mid-Size SUV,2019,2022-02-01,2022-02-28,31,02,2.0,,585
Mid-Size SUV,2019,2022-02-01,2022-02-28,32,02,4.0,,585
Mid-Size SUV,2019,2022-02-01,2022-02-28,33,02,6.0,,585
Mid-Size SUV,2019,2022-02-01,2022-02-28,34,02,2.0,1.0,585
Mid-Size SUV,2019,2022-02-01,2022-02-28,35,02,3.0,,585
Mid-Size SUV,2019,2022-02-01,2022-02-28,36,02,11.0,,585
Mid-Size SUV,2019,2022-03-01,2022-03-31,22,03,1.0,,512
Mid-Size SUV,2019,2022-03-01,2022-03-31,24,03,3.0,,512
Mid-Size SUV,2019,2022-03-01,2022-03-31,26,03,2.0,,512
Mid-Size SUV,2019,2022-03-01,2022-03-31,27,03,6.0,,512
Mid-Size SUV,2019,2022-03-01,2022-03-31,28,03,2.0,,512
Mid-Size SUV,2019,2022-03-01,2022-03-31,29,03,4.0,1.0,512
Mid-Size SUV,2019,2022-03-01,2022-03-31,30,03,2.0,1.0,512
Mid-Size SUV,2019,2022-03-01,2022-03-31,31,03,9.0,1.0,512
Mid-Size SUV,2019,2022-03-01,2022-03-31,32,03,1.0,1.0,512
Mid-Size SUV,2019,2022-03-01,2022-03-31,33,03,2.0,,512
Mid-Size SUV,2019,2022-03-01,2022-03-31,34,03,2.0,,512
Mid-Size SUV,2019,2022-03-01,2022-03-31,35,03,1.0,,512
Mid-Size SUV,2019,2022-03-01,2022-03-31,36,03,11.0,,512
Mid-Size SUV,2019,2022-04-01,2022-04-30,24,04,2.0,,465
Mid-Size SUV,2019,2022-04-01,2022-04-30,25,04,,1.0,465
Mid-Size SUV,2019,2022-04-01,2022-04-30,26,04,1.0,1.0,465
Mid-Size SUV,2019,2022-04-01,2022-04-30,27,04,1.0,,465
Mid-Size SUV,2019,2022-04-01,2022-04-30,28,04,4.0,,465
Mid-Size SUV,2019,2022-04-01,2022-04-30,29,04,2.0,,465
Mid-Size SUV,2019,2022-04-01,2022-04-30,30,04,8.0,,465
Mid-Size SUV,2019,2022-04-01,2022-04-30,31,04,3.0,,465
Mid-Size SUV,2019,2022-04-01,2022-04-30,32,04,6.0,,465
Mid-Size SUV,2019,2022-04-01,2022-04-30,33,04,6.0,,465
Mid-Size SUV,2019,2022-04-01,2022-04-30,34,04,5.0,,465
Mid-Size SUV,2019,2022-04-01,2022-04-30,35,04,1.0,,465
Mid-Size SUV,2019,2022-04-01,2022-04-30,36,04,10.0,,465
Mid-Size SUV,2019,2022-05-01,2022-05-31,25,05,1.0,,416
Mid-Size SUV,2019,2022-05-01,2022-05-31,26,05,2.0,,416
Mid-Size SUV,2019,2022-05-01,2022-05-31,27,05,6.0,,416
Mid-Size SUV,2019,2022-05-01,2022-05-31,28,05,4.0,,416
Mid-Size SUV,2019,2022-05-01,2022-05-31,29,05,7.0,,416
Mid-Size SUV,2019,2022-05-01,2022-05-31,30,05,7.0,1.0,416
Mid-Size SUV,2019,2022-05-01,2022-05-31,31,05,9.0,,416
Mid-Size SUV,2019,2022-05-01,2022-05-31,32,05,9.0,1.0,416
Mid-Size SUV,2019,2022-05-01,2022-05-31,33,05,6.0,,416
Mid-Size SUV,2019,2022-05-01,2022-05-31,34,05,6.0,,416
Mid-Size SUV,2019,2022-05-01,2022-05-31,35,05,2.0,,416
Mid-Size SUV,2019,2022-05-01,2022-05-31,36,05,9.0,,416
Mid-Size SUV,2019,2022-06-01,2022-06-30,26,06,1.0,,350
Mid-Size SUV,2019,2022-06-01,2022-06-30,27,06,3.0,,350
Mid-Size SUV,2019,2022-06-01,2022-06-30,28,06,3.0,,350
Mid-Size SUV,2019,2022-06-01,2022-06-30,29,06,7.0,,350
Mid-Size SUV,2019,2022-06-01,2022-06-30,30,06,4.0,,350
Mid-Size SUV,2019,2022-06-01,2022-06-30,31,06,3.0,,350
Mid-Size SUV,2019,2022-06-01,2022-06-30,32,06,6.0,,350
Mid-Size SUV,2019,2022-06-01,2022-06-30,33,06,1.0,,350
Mid-Size SUV,2019,2022-06-01,2022-06-30,34,06,7.0,1.0,350
Mid-Size SUV,2019,2022-06-01,2022-06-30,35,06,1.0,,350
Mid-Size SUV,2019,2022-06-01,2022-06-30,36,06,8.0,,350
Mid-Size SUV,2019,2022-07-01,2022-07-31,25,07,1.0,,306
Mid-Size SUV,2019,2022-07-01,2022-07-31,26,07,,1.0,306
Mid-Size SUV,2019,2022-07-01,2022-07-31,27,07,2.0,,306
Mid-Size SUV,2019,2022-07-01,2022-07-31,28,07,5.0,,306
Mid-Size SUV,2019,2022-07-01,2022-07-31,29,07,1.0,,306
Mid-Size SUV,2019,2022-07-01,2022-07-31,30,07,4.0,1.0,306
Mid-Size SUV,2019,2022-07-01,2022-07-31,31,07,5.0,,306
Mid-Size SUV,2019,2022-07-01,2022-07-31,32,07,3.0,,306
Mid-Size SUV,2019,2022-07-01,2022-07-31,33,07,6.0,,306
Mid-Size SUV,2019,2022-07-01,2022-07-31,34,07,5.0,,306
Mid-Size SUV,2019,2022-07-01,2022-07-31,35,07,7.0,,306
Mid-Size SUV,2019,2022-07-01,2022-07-31,36,07,17.0,,306
Mid-Size SUV,2019,2022-08-01,2022-08-31,26,08,1.0,,247
Mid-Size SUV,2019,2022-08-01,2022-08-31,27,08,3.0,1.0,247
Mid-Size SUV,2019,2022-08-01,2022-08-31,28,08,2.0,,247
Mid-Size SUV,2019,2022-08-01,2022-08-31,29,08,6.0,,247
Mid-Size SUV,2019,2022-08-01,2022-08-31,30,08,3.0,,247
Mid-Size SUV,2019,2022-08-01,2022-08-31,31,08,5.0,1.0,247
Mid-Size SUV,2019,2022-08-01,2022-08-31,32,08,2.0,,247
Mid-Size SUV,2019,2022-08-01,2022-08-31,33,08,2.0,,247
Mid-Size SUV,2019,2022-08-01,2022-08-31,34,08,10.0,,247
Mid-Size SUV,2019,2022-08-01,2022-08-31,35,08,2.0,1.0,247
Mid-Size SUV,2019,2022-08-01,2022-08-31,36,08,16.0,,247
Mid-Size SUV,2019,2022-09-01,2022-09-30,29,09,6.0,,196
Mid-Size SUV,2019,2022-09-01,2022-09-30,30,09,3.0,,196
Mid-Size SUV,2019,2022-09-01,2022-09-30,31,09,5.0,,196
Mid-Size SUV,2019,2022-09-01,2022-09-30,32,09,1.0,,196
Mid-Size SUV,2019,2022-09-01,2022-09-30,33,09,1.0,1.0,196
Mid-Size SUV,2019,2022-09-01,2022-09-30,34,09,3.0,,196
Mid-Size SUV,2019,2022-09-01,2022-09-30,35,09,5.0,,196
Mid-Size SUV,2019,2022-09-01,2022-09-30,36,09,24.0,,196
Mid-Size SUV,2019,2022-10-01,2022-10-31,29,10,1.0,,150
Mid-Size SUV,2019,2022-10-01,2022-10-31,30,10,3.0,1.0,150
Mid-Size SUV,2019,2022-10-01,2022-10-31,31,10,5.0,,150
Mid-Size SUV,2019,2022-10-01,2022-10-31,32,10,1.0,,150
Mid-Size SUV,2019,2022-10-01,2022-10-31,33,10,3.0,1.0,150
Mid-Size SUV,2019,2022-10-01,2022-10-31,34,10,3.0,,150
Mid-Size SUV,2019,2022-10-01,2022-10-31,35,10,5.0,,150
Mid-Size SUV,2019,2022-10-01,2022-10-31,36,10,19.0,,150
Mid-Size SUV,2019,2022-11-01,2022-11-30,30,11,1.0,,109
Mid-Size SUV,2019,2022-11-01,2022-11-30,32,11,6.0,,109
Mid-Size SUV,2019,2022-11-01,2022-11-30,33,11,1.0,,109
Mid-Size SUV,2019,2022-11-01,2022-11-30,34,11,5.0,,109
Mid-Size SUV,2019,2022-11-01,2022-11-30,35,11,4.0,,109
Mid-Size SUV,2019,2022-11-01,2022-11-30,36,11,20.0,,109
Mid-Size SUV,2019,2022-12-01,2022-12-31,31,12,1.0,1.0,74
Mid-Size SUV,2019,2022-12-01,2022-12-31,33,12,1.0,,74
Mid-Size SUV,2019,2022-12-01,2022-12-31,34,12,2.0,,74
Mid-Size SUV,2019,2022-12-01,2022-12-31,35,12,2.0,1.0,74
Mid-Size SUV,2019,2022-12-01,2022-12-31,36,12,12.0,,74
Mid-Size SUV,2019,2023-01-01,2023-01-31,31,01,2.0,,55
Mid-Size SUV,2019,2023-01-01,2023-01-31,32,01,4.0,,55
Mid-Size SUV,2019,2023-01-01,2023-01-31,33,01,3.0,1.0,55
Mid-Size SUV,2019,2023-01-01,2023-01-31,34,01,1.0,,55
Mid-Size SUV,2019,2023-01-01,2023-01-31,35,01,2.0,,55
Mid-Size SUV,2019,2023-01-01,2023-01-31,36,01,11.0,,55
Mid-Size SUV,2019,2023-02-01,2023-02-28,32,02,1.0,,33
Mid-Size SUV,2019,2023-02-01,2023-02-28,33,02,1.0,,33
Mid-Size SUV,2019,2023-02-01,2023-02-28,34,02,1.0,,33
Mid-Size SUV,2019,2023-02-01,2023-02-28,36,02,7.0,,33
Mid-Size SUV,2019,2023-03-01,2023-03-31,35,03,3.0,,22
Mid-Size SUV,2019,2023-03-01,2023-03-31,36,03,8.0,,22
Mid-Size SUV,2019,2023-04-01,2023-04-30,36,04,4.0,,12
Mid-Size SUV,2019,2023-05-01,2023-05-31,35,05,7.0,,8
Mid-Size SUV,2019,2023-05-01,2023-05-31,36,05,1.0,,8
Mid-Size SUV,2020,2020-02-01,2020-02-29,2,02,,1.0,102
Mid-Size SUV,2020,2020-04-01,2020-04-30,1,04,,1.0,216
Mid-Size SUV,2020,2020-04-01,2020-04-30,2,04,,1.0,216
Mid-Size SUV,2020,2020-06-01,2020-06-30,5,06,,1.0,332
Mid-Size SUV,2020,2020-07-01,2020-07-31,1,07,,1.0,404
Mid-Size SUV,2020,2020-07-01,2020-07-31,2,07,,1.0,404
Mid-Size SUV,2020,2020-07-01,2020-07-31,3,07,,1.0,404
Mid-Size SUV,2020,2020-07-01,2020-07-31,6,07,,1.0,404
Mid-Size SUV,2020,2020-07-01,2020-07-31,7,07,,1.0,404
Mid-Size SUV,2020,2020-08-01,2020-08-31,1,08,,1.0,508
Mid-Size SUV,2020,2020-08-01,2020-08-31,2,08,,2.0,508
Mid-Size SUV,2020,2020-08-01,2020-08-31,8,08,,1.0,508
Mid-Size SUV,2020,2020-09-01,2020-09-30,0,09,,2.0,595
Mid-Size SUV,2020,2020-09-01,2020-09-30,1,09,,1.0,595
Mid-Size SUV,2020,2020-09-01,2020-09-30,2,09,,1.0,595
Mid-Size SUV,2020,2020-09-01,2020-09-30,3,09,,1.0,595
Mid-Size SUV,2020,2020-09-01,2020-09-30,4,09,,1.0,595
Mid-Size SUV,2020,2020-09-01,2020-09-30,6,09,,1.0,595
Mid-Size SUV,2020,2020-10-01,2020-10-31,1,10,,1.0,675
Mid-Size SUV,2020,2020-10-01,2020-10-31,2,10,,1.0,675
Mid-Size SUV,2020,2020-10-01,2020-10-31,6,10,,1.0,675
Mid-Size SUV,2020,2020-10-01,2020-10-31,7,10,,2.0,675
Mid-Size SUV,2020,2020-10-01,2020-10-31,8,10,,1.0,675
Mid-Size SUV,2020,2020-11-01,2020-11-30,0,11,,1.0,752
Mid-Size SUV,2020,2020-11-01,2020-11-30,2,11,,2.0,752
Mid-Size SUV,2020,2020-11-01,2020-11-30,5,11,,1.0,752
Mid-Size SUV,2020,2020-11-01,2020-11-30,6,11,,1.0,752
Mid-Size SUV,2020,2020-11-01,2020-11-30,8,11,,1.0,752
Mid-Size SUV,2020,2020-12-01,2020-12-31,1,12,,3.0,805
Mid-Size SUV,2020,2020-12-01,2020-12-31,4,12,,2.0,805
Mid-Size SUV,2020,2020-12-01,2020-12-31,5,12,,1.0,805
Mid-Size SUV,2020,2020-12-01,2020-12-31,9,12,,1.0,805
Mid-Size SUV,2020,2020-12-01,2020-12-31,14,12,,1.0,805
Mid-Size SUV,2020,2021-01-01,2021-01-31,2,01,,1.0,864
Mid-Size SUV,2020,2021-01-01,2021-01-31,3,01,,1.0,864
Mid-Size SUV,2020,2021-01-01,2021-01-31,5,01,,1.0,864
Mid-Size SUV,2020,2021-01-01,2021-01-31,9,01,,1.0,864
Mid-Size SUV,2020,2021-01-01,2021-01-31,10,01,,1.0,864
Mid-Size SUV,2020,2021-01-01,2021-01-31,11,01,,1.0,864
Mid-Size SUV,2020,2021-01-01,2021-01-31,13,01,,1.0,864
Mid-Size SUV,2020,2021-01-01,2021-01-31,15,01,,1.0,864
