vin,manufacture_date,purchase_date,model_year,car_type,annual_mileage,n_fails,nvlw_timeout,days_to_mileout,nvlw_mileout,nvlw_end_date
19153,2019-10-26,2020-02-26,2020,Electric Vehicle,7923.073023185681,0.0,2023-02-26,1658.4474182615465,2024-09-10,2023-02-26
19154,2020-01-08,2020-08-10,2020,Electric Vehicle,6026.018985944867,0.0,2023-08-10,2180.544075723597,2026-07-31,2023-08-10
19155,2020-04-09,2020-07-30,2020,Electric Vehicle,8064.1183358113285,0.0,2023-07-30,1629.440374361519,2025-01-14,2023-07-30
19156,2020-06-11,2021-02-01,2020,Electric Vehicle,6596.990921577084,0.0,2024-02-01,1991.8172021462683,2026-07-17,2024-02-01
19157,2019-10-30,2020-07-23,2020,Electric Vehicle,6720.854089704858,0.0,2023-07-23,1955.10865503361,2025-11-29,2023-07-23
19158,2020-02-29,2020-09-06,2020,Electric Vehicle,6875.505048400653,0.0,2023-09-06,1911.1323324613895,2025-11-30,2023-09-06
19159,2020-04-29,2020-11-19,2020,Electric Vehicle,5751.043756699335,0.0,2023-11-19,2284.802647292214,2027-02-21,2023-11-19
19160,2019-11-16,2020-05-09,2020,Electric Vehicle,6360.4152251760215,0.0,2023-05-09,2065.90285929585,2026-01-04,2023-05-09
19161,2019-10-25,2020-09-15,2020,Electric Vehicle,6943.451174405653,0.0,2023-09-15,1892.4306760355032,2025-11-20,2023-09-15
19162,2020-05-24,2021-02-01,2020,Electric Vehicle,7384.338037326441,0.0,2024-02-01,1779.4418312893818,2025-12-16,2024-02-01
19163,2020-01-27,2020-05-30,2020,Electric Vehicle,8047.225300075708,0.0,2023-05-30,1632.8609564189014,2024-11-18,2023-05-30
19164,2020-02-02,2020-09-07,2020,Electric Vehicle,6395.917335372556,0.0,2023-09-07,2054.435558028457,2026-04-23,2023-09-07
19165,2020-01-31,2020-05-07,2020,Electric Vehicle,7034.106947742825,0.0,2023-05-07,1868.0409748698085,2025-06-18,2023-05-07
19166,2019-12-05,2020-05-05,2020,Electric Vehicle,6672.272005668175,0.0,2023-05-05,1969.3441737443277,2025-09-25,2023-05-05
19167,2020-01-05,2020-03-15,2020,Electric Vehicle,6951.048245631243,0.0,2023-03-15,1890.3623648790717,2025-05-18,2023-03-15
19168,2020-05-15,2021-03-31,2020,Electric Vehicle,6173.112960053769,0.0,2024-03-31,2128.5857046564633,2027-01-28,2024-03-31
19169,2020-04-04,2020-11-24,2020,Electric Vehicle,7064.344552949642,0.0,2023-11-24,1860.045174964397,2025-12-28,2023-11-24
19170,2019-10-08,2020-07-29,2020,Electric Vehicle,6711.769786619227,0.0,2023-07-29,1957.754872075063,2025-12-08,2023-07-29
19171,2020-02-13,2020-12-03,2020,Electric Vehicle,7087.52193483073,0.0,2023-12-03,1853.9625162110794,2025-12-31,2023-12-03
19172,2020-03-06,2020-10-09,2020,Electric Vehicle,6192.239883830094,0.0,2023-10-09,2122.0108145862882,2026-08-01,2023-10-09
19173,2019-08-20,2019-11-10,2020,Electric Vehicle,6736.668667574351,0.0,2022-11-10,1950.5189654416054,2025-03-14,2022-11-10
19174,2020-04-09,2021-02-13,2020,Electric Vehicle,5652.525655496098,0.0,2024-02-13,2324.6245662279543,2027-06-27,2024-02-13
19175,2019-10-04,2020-09-09,2020,Electric Vehicle,6230.651838543217,0.0,2023-09-09,2108.928622638663,2026-06-19,2023-09-09
19176,2020-02-07,2020-10-08,2020,Electric Vehicle,7179.516714606835,0.0,2023-10-08,1830.2067565726911,2025-10-12,2023-10-08
19177,2020-01-11,2020-09-15,2020,Electric Vehicle,8832.572274987206,0.0,2023-09-15,1487.675344272123,2024-10-12,2023-09-15
19178,2020-07-04,2020-11-22,2020,Electric Vehicle,7529.920382266781,0.0,2023-11-22,1745.0383713146748,2025-09-02,2023-11-22
19179,2020-06-07,2020-08-24,2020,Electric Vehicle,6311.999228086651,0.0,2023-08-24,2081.749304013003,2026-05-07,2023-08-24
19180,2020-02-26,2020-08-05,2020,Electric Vehicle,6125.971817113211,0.0,2023-08-05,2144.9657935566643,2026-06-20,2023-08-05
19181,2019-08-23,2020-07-11,2020,Electric Vehicle,6762.617688392149,0.0,2023-07-11,1943.0345770624378,2025-11-05,2023-07-11
19182,2019-08-07,2020-01-26,2020,Electric Vehicle,7040.870884291738,0.0,2023-01-26,1866.2464084259075,2025-03-06,2023-01-26
19183,2020-01-05,2020-11-20,2020,Electric Vehicle,7087.215631336315,0.0,2023-11-20,1854.0426429105864,2025-12-18,2023-11-20
19184,2020-03-30,2020-08-14,2020,Electric Vehicle,8320.0542390482,0.0,2023-08-14,1579.316627328044,2024-12-10,2023-08-14
19185,2019-12-07,2020-08-21,2020,Electric Vehicle,4575.115392096909,0.0,2023-08-21,2872.0587075679314,2028-07-02,2023-08-21
19186,2020-02-10,2020-06-10,2020,Electric Vehicle,7732.284040274657,0.0,2023-06-10,1699.3685089112764,2025-02-03,2023-06-10
19187,2020-06-11,2021-05-16,2020,Electric Vehicle,7261.454543504056,0.0,2024-05-16,1809.554810441493,2026-04-30,2024-05-16
19188,2019-11-04,2020-06-24,2020,Electric Vehicle,8079.19809858899,0.0,2023-06-24,1626.3990360992466,2024-12-06,2023-06-24
19189,2019-11-12,2020-08-25,2020,Electric Vehicle,5881.5102095651655,0.0,2023-08-25,2234.1200698130683,2026-10-07,2023-08-25
19190,2020-01-16,2020-11-26,2020,Electric Vehicle,7547.7679771842,0.0,2023-11-26,1740.9120205761888,2025-09-02,2023-11-26
19191,2020-02-22,2020-11-13,2020,Electric Vehicle,6355.820904646453,0.0,2023-11-13,2067.3962021796337,2026-07-12,2023-11-13
19192,2020-07-17,2021-01-19,2020,Electric Vehicle,8815.483183644152,0.0,2024-01-19,1490.5592497050372,2025-02-18,2024-01-19
19193,2019-10-24,2020-07-27,2020,Electric Vehicle,8465.819723357663,0.0,2023-07-27,1552.1237670282555,2024-10-26,2023-07-27
19194,2019-09-12,2019-12-03,2020,Electric Vehicle,7010.463609593498,0.0,2022-12-03,1874.3410895134684,2025-01-19,2022-12-03
19195,2020-01-31,2021-01-08,2020,Electric Vehicle,6936.462871753862,0.0,2024-01-08,1894.3372498262354,2026-03-17,2024-01-08
19196,2019-11-21,2020-06-23,2020,Electric Vehicle,6801.090619824207,0.0,2023-06-23,1932.0430699303988,2025-10-07,2023-06-23
19197,2020-05-15,2021-01-25,2020,Electric Vehicle,8484.731131787683,0.0,2024-01-25,1548.6642765581046,2025-04-23,2024-01-25
19198,2019-12-03,2020-05-12,2020,Electric Vehicle,6026.230251999685,0.0,2023-05-12,2180.467630761329,2026-05-01,2023-05-12
19199,2019-10-05,2020-06-30,2020,Electric Vehicle,8134.3074091725775,0.0,2023-06-30,1615.380307017018,2024-12-01,2023-06-30
19200,2019-09-28,2020-01-26,2020,Electric Vehicle,7641.047008452785,0.0,2023-01-26,1719.6596206598501,2024-10-11,2023-01-26
19201,2020-04-26,2020-10-12,2020,Electric Vehicle,6379.882626795102,0.0,2023-10-12,2059.5990190811403,2026-06-03,2023-10-12
19202,2020-07-19,2021-02-24,2020,Electric Vehicle,7787.219546428202,0.0,2024-02-24,1687.3801902794662,2025-10-08,2024-02-24
19203,2019-12-04,2020-05-09,2020,Electric Vehicle,8560.097045169025,0.0,2023-05-09,1535.0293262639689,2024-07-22,2023-05-09
19204,2020-04-21,2020-09-18,2020,Electric Vehicle,8123.900234451574,0.0,2023-09-18,1617.4497003639106,2025-02-21,2023-09-18
19205,2020-03-31,2021-02-02,2020,Electric Vehicle,7471.883271900911,0.0,2024-02-02,1758.5927833501971,2025-11-27,2024-02-02
19206,2019-08-27,2020-01-25,2020,Electric Vehicle,5606.593669030903,0.0,2023-01-25,2343.6690396490326,2026-06-26,2023-01-25
19207,2020-06-18,2020-11-10,2020,Electric Vehicle,8300.294040734087,0.0,2023-11-10,1583.076447113178,2025-03-12,2023-11-10
19208,2019-09-16,2020-07-26,2020,Electric Vehicle,6456.104270271702,0.0,2023-07-26,2035.2831134567487,2026-02-20,2023-07-26
19209,2019-08-02,2020-07-15,2020,Electric Vehicle,7974.934114367725,0.0,2023-07-15,1647.6625150202606,2025-01-18,2023-07-15
19210,2020-02-10,2020-12-24,2020,Electric Vehicle,7659.931216104142,0.0,2023-12-24,1715.4201035610645,2025-09-04,2023-12-24
19211,2019-08-12,2019-11-30,2020,Electric Vehicle,5400.881218316238,0.0,2022-11-30,2432.936305919441,2026-07-29,2022-11-30
19212,2020-07-06,2020-10-03,2020,Electric Vehicle,5498.569220102056,0.0,2023-10-03,2389.7125732202962,2027-04-20,2023-10-03
19213,2019-10-26,2020-09-19,2020,Electric Vehicle,5695.904598308223,0.0,2023-09-19,2306.920660838104,2027-01-13,2023-09-19
19214,2019-09-30,2020-07-17,2020,Electric Vehicle,6228.4372151530715,0.0,2023-07-17,2109.6784869295766,2026-04-27,2023-07-17
19215,2019-08-27,2020-03-21,2020,Electric Vehicle,7990.484461528183,0.0,2023-03-21,1644.4559855244336,2024-09-20,2023-03-21
19216,2020-04-23,2020-09-23,2020,Electric Vehicle,7533.217555698018,0.0,2023-09-23,1744.2745948656548,2025-07-03,2023-09-23
19217,2019-11-01,2020-09-03,2020,Electric Vehicle,8380.872830901795,0.0,2023-09-03,1567.8557908133916,2024-12-19,2023-09-03
19218,2019-11-12,2020-09-02,2020,Electric Vehicle,6563.775184708387,0.0,2023-09-02,2001.896718006465,2026-02-25,2023-09-02
19219,2020-07-22,2020-12-12,2020,Electric Vehicle,7144.648810633312,0.0,2023-12-12,1839.1386824281503,2025-12-25,2023-12-12
19220,2020-05-27,2021-01-13,2020,Electric Vehicle,6894.913498767567,0.0,2024-01-13,1905.752697600733,2026-04-03,2024-01-13
19221,2020-02-04,2021-01-07,2020,Electric Vehicle,5376.626796791064,0.0,2024-01-07,2443.9114888618187,2027-09-17,2024-01-07
19222,2020-03-22,2021-02-08,2020,Electric Vehicle,6922.274898647561,0.0,2024-02-08,1898.2199049285414,2026-04-21,2024-02-08
19223,2020-06-08,2020-09-16,2020,Electric Vehicle,5068.743645315273,0.0,2023-09-16,2592.3583671753636,2027-10-22,2023-09-16
19224,2020-05-16,2020-09-01,2020,Electric Vehicle,8824.548472794808,0.0,2023-09-01,1489.0280268173824,2024-09-29,2023-09-01
19225,2020-01-17,2020-04-06,2020,Electric Vehicle,6593.638428668853,0.0,2023-04-06,1992.8299287488758,2025-09-20,2023-04-06
19226,2020-04-02,2020-10-25,2020,Electric Vehicle,6138.012782674527,0.0,2023-10-25,2140.7580051135837,2026-09-05,2023-10-25
19227,2019-11-19,2020-09-28,2020,Electric Vehicle,7419.754072335849,0.0,2023-09-28,1770.948183982509,2025-08-04,2023-09-28
19228,2020-04-20,2021-03-19,2020,Electric Vehicle,6301.73488048868,0.0,2024-03-19,2085.1400843097726,2026-12-03,2024-03-19
19229,2020-04-14,2020-12-16,2020,Electric Vehicle,7315.603953915624,0.0,2023-12-16,1796.1606564235767,2025-11-16,2023-12-16
19230,2020-01-04,2020-09-04,2020,Electric Vehicle,7592.785697725747,0.0,2023-09-04,1730.5901316213628,2025-06-01,2023-09-04
19231,2019-12-21,2020-07-27,2020,Electric Vehicle,8451.427324576418,0.0,2023-07-27,1554.7669636570618,2024-10-29,2023-07-27
19232,2020-05-16,2020-12-10,2020,Electric Vehicle,6627.557069464947,0.0,2023-12-10,1982.630984882762,2026-05-16,2023-12-10
19233,2020-03-07,2020-09-15,2020,Electric Vehicle,6158.491874330536,0.0,2023-09-15,2133.6392526178975,2026-07-20,2023-09-15
19234,2019-11-22,2020-04-20,2020,Electric Vehicle,8317.135938743675,0.0,2023-04-20,1579.870774840892,2024-08-17,2023-04-20
19235,2020-07-04,2021-06-02,2020,Electric Vehicle,7198.724899721697,0.0,2024-06-02,1825.323259749514,2026-06-01,2024-06-02
19236,2020-06-16,2021-03-12,2020,Electric Vehicle,7722.028662667264,0.0,2024-03-12,1701.6253855060563,2025-11-08,2024-03-12
19237,2020-04-13,2020-12-22,2020,Electric Vehicle,7910.316215207168,0.0,2023-12-22,1661.1219630814553,2025-07-10,2023-12-22
19238,2019-08-21,2020-03-01,2020,Electric Vehicle,5404.812494786641,0.0,2023-03-01,2431.1666709390097,2026-10-27,2023-03-01
19239,2020-07-27,2020-09-29,2020,Electric Vehicle,6424.946189999264,0.0,2023-09-29,2045.1533151286212,2026-05-06,2023-09-29
19240,2019-09-19,2019-12-27,2020,Electric Vehicle,7271.051746849885,0.0,2022-12-27,1807.1663436713652,2024-12-07,2022-12-27
19241,2019-09-02,2020-05-11,2020,Electric Vehicle,5772.083479345056,0.0,2023-05-11,2276.474352288987,2026-08-04,2023-05-11
19242,2019-08-10,2020-04-12,2020,Electric Vehicle,8312.79054169796,0.0,2023-04-12,1580.6966305824951,2024-08-10,2023-04-12
19243,2020-01-01,2020-08-25,2020,Electric Vehicle,6072.134615231551,0.0,2023-08-25,2163.9836453953403,2026-07-29,2023-08-25
19244,2020-05-11,2021-02-15,2020,Electric Vehicle,7843.827144532627,0.0,2024-02-15,1675.202647620678,2025-09-17,2024-02-15
19245,2020-02-17,2020-11-30,2020,Electric Vehicle,6581.449137681416,0.0,2023-11-30,1996.5207851821374,2026-05-20,2023-11-30
19246,2020-07-13,2021-06-09,2020,Electric Vehicle,6023.0042506526515,0.0,2024-06-09,2181.6355182841107,2027-05-31,2024-06-09
19247,2020-01-27,2020-04-23,2020,Electric Vehicle,7533.708742541365,0.0,2023-04-23,1744.1608707011749,2025-01-31,2023-04-23
19248,2020-02-27,2020-05-21,2020,Electric Vehicle,6476.572770531719,0.0,2023-05-21,2028.8508236619755,2025-12-10,2023-05-21
19249,2020-06-17,2021-05-10,2020,Electric Vehicle,7788.769528017998,0.0,2024-05-10,1687.0443980570221,2025-12-22,2024-05-10
19250,2020-03-22,2020-12-12,2020,Electric Vehicle,6172.678308140943,0.0,2023-12-12,2128.7355899739805,2026-10-11,2023-12-12
19251,2020-01-01,2020-09-21,2020,Electric Vehicle,7121.445072490452,0.0,2023-09-21,1845.1311308653808,2025-10-10,2023-09-21
19252,2020-04-02,2020-08-04,2020,Electric Vehicle,6730.929162954876,0.0,2023-08-04,1952.1821849379771,2025-12-08,2023-08-04
19253,2020-01-06,2020-12-07,2020,Electric Vehicle,6840.962865231637,0.0,2023-12-07,1920.7822435029511,2026-03-12,2023-12-07
19254,2020-07-03,2020-10-10,2020,Electric Vehicle,8525.621660037888,0.0,2023-10-10,1541.2365835550818,2024-12-29,2023-10-10
19255,2020-03-19,2021-02-21,2020,Electric Vehicle,6116.155078283477,0.0,2024-02-21,2148.408572348985,2027-01-09,2024-02-21
19256,2020-06-09,2021-04-19,2020,Electric Vehicle,9254.082418472637,0.0,2024-04-19,1419.9138721490579,2025-03-09,2024-04-19
19257,2020-05-24,2021-05-01,2020,Electric Vehicle,4885.21093214288,0.0,2024-05-01,2689.7507973593656,2028-09-11,2024-05-01
19258,2019-12-03,2020-08-12,2020,Electric Vehicle,6689.620688192471,0.0,2023-08-12,1964.2369294858204,2025-12-28,2023-08-12
19259,2019-09-07,2020-06-06,2020,Electric Vehicle,7212.141820598587,0.0,2023-06-06,1821.9275669913845,2025-06-02,2023-06-06
19260,2020-06-23,2020-09-12,2020,Electric Vehicle,8545.447631624942,0.0,2023-09-12,1537.6608185358912,2024-11-28,2023-09-12
19261,2020-05-04,2020-09-29,2020,Electric Vehicle,7171.354229255153,0.0,2023-09-29,1832.2899106553793,2025-10-05,2023-09-29
19262,2019-10-07,2020-05-17,2020,Electric Vehicle,7765.617629334678,0.0,2023-05-17,1692.074040622803,2025-01-03,2023-05-17
19263,2019-08-21,2020-03-03,2020,Electric Vehicle,7996.48680208085,0.0,2023-03-03,1643.221620347163,2024-09-01,2023-03-03
19264,2020-04-29,2021-04-08,2020,Electric Vehicle,6910.7155044830115,0.0,2024-04-08,1901.3950135085176,2026-06-22,2024-04-08
19265,2020-01-21,2020-05-04,2020,Electric Vehicle,6603.6537598365185,0.0,2023-05-04,1989.8075335078283,2025-10-15,2023-05-04
19266,2019-09-29,2020-06-07,2020,Electric Vehicle,7714.096355124159,0.0,2023-06-07,1703.3751453300988,2025-02-04,2023-06-07
19267,2020-03-30,2020-09-23,2020,Electric Vehicle,4968.4036340390485,0.0,2023-09-23,2644.7126618249167,2027-12-21,2023-09-23
19268,2020-02-26,2020-08-16,2020,Electric Vehicle,9156.593514317245,0.0,2023-08-16,1435.0314862677155,2024-07-21,2023-08-16
19269,2019-12-15,2020-07-11,2020,Electric Vehicle,7120.794586676356,0.0,2023-07-11,1845.2996839125394,2025-07-30,2023-07-11
19270,2020-01-02,2020-11-16,2020,Electric Vehicle,7632.311906432739,0.0,2023-11-16,1721.6277533056814,2025-08-04,2023-11-16
19271,2020-04-11,2020-06-15,2020,Electric Vehicle,8810.421304933969,0.0,2023-06-15,1491.4156253392105,2024-07-15,2023-06-15
19272,2019-11-09,2020-05-09,2020,Electric Vehicle,6841.873263198295,0.0,2023-05-09,1920.526659077223,2025-08-12,2023-05-09
19273,2020-06-15,2020-12-12,2020,Electric Vehicle,8566.866291266067,0.0,2023-12-12,1533.8163983481625,2025-02-23,2023-12-12
19274,2019-11-15,2020-01-16,2020,Electric Vehicle,7311.826287589225,0.0,2023-01-16,1797.0886455964173,2024-12-17,2023-01-16
19275,2020-01-25,2020-06-19,2020,Electric Vehicle,7346.105649646466,0.0,2023-06-19,1788.702834764208,2025-05-13,2023-06-19
19276,2019-11-25,2020-02-27,2020,Electric Vehicle,6903.019326190262,0.0,2023-02-27,1903.5148793726312,2025-05-15,2023-02-27
19277,2020-01-23,2020-08-08,2020,Electric Vehicle,5537.011442906949,0.0,2023-08-08,2373.121337293365,2027-02-06,2023-08-08
19278,2020-05-29,2021-04-15,2020,Electric Vehicle,6981.222737125592,0.0,2024-04-15,1882.1917728140254,2026-06-10,2024-04-15
19279,2020-06-16,2021-03-30,2020,Electric Vehicle,6599.718965581376,0.0,2024-03-30,1990.9938693643276,2026-09-11,2024-03-30
19280,2020-02-24,2020-05-02,2020,Electric Vehicle,7656.979847798792,0.0,2023-05-02,1716.0813089742492,2025-01-12,2023-05-02
19281,2020-02-10,2020-08-12,2020,Electric Vehicle,6250.582081630051,0.0,2023-08-12,2102.2042152869863,2026-05-15,2023-08-12
19282,2019-08-12,2019-10-12,2020,Electric Vehicle,8417.690942366255,0.0,2022-10-12,1560.998151389279,2024-01-20,2022-10-12
19283,2019-12-26,2020-08-17,2020,Electric Vehicle,7240.981607264679,0.0,2023-08-17,1814.6710919438044,2025-08-06,2023-08-17
19284,2020-06-11,2020-11-15,2020,Electric Vehicle,8153.223405648009,0.0,2023-11-15,1611.632522039993,2025-04-15,2023-11-15
19285,2019-11-26,2020-07-22,2020,Electric Vehicle,6940.9644335931935,0.0,2023-07-22,1893.1086775786425,2025-09-27,2023-07-22
19286,2019-12-24,2020-09-07,2020,Electric Vehicle,7462.326912693181,0.0,2023-09-07,1760.8448616274472,2025-07-04,2023-09-07
19287,2020-02-02,2020-10-31,2020,Electric Vehicle,7300.0170052307,0.0,2023-10-31,1799.9958069391841,2025-10-05,2023-10-31
19288,2020-06-28,2020-10-15,2020,Electric Vehicle,8336.813871291612,0.0,2023-10-15,1576.1417014776457,2025-02-07,2023-10-15
19289,2020-03-07,2020-09-15,2020,Electric Vehicle,5774.92615929653,0.0,2023-09-15,2275.353768610029,2026-12-08,2023-09-15
19290,2020-06-11,2021-04-04,2020,Electric Vehicle,8313.710143002767,0.0,2024-04-04,1580.5217855784015,2025-08-02,2024-04-04
19291,2019-10-11,2020-04-04,2020,Electric Vehicle,4531.0270611079795,0.0,2023-04-04,2900.0047500901164,2028-03-13,2023-04-04
19292,2020-02-10,2020-07-08,2020,Electric Vehicle,7270.0279719531645,0.0,2023-07-08,1807.420831211714,2025-06-19,2023-07-08
19293,2020-04-22,2020-07-09,2020,Electric Vehicle,6577.0883536295205,0.0,2023-07-09,1997.8445314253354,2025-12-28,2023-07-09
19294,2019-10-21,2020-07-22,2020,Electric Vehicle,7526.92323886515,0.0,2023-07-22,1745.7332276423144,2025-05-03,2023-07-22
19295,2019-08-31,2020-06-16,2020,Electric Vehicle,8238.563800963837,0.0,2023-06-16,1594.9381855199977,2024-10-28,2023-06-16
19296,2019-12-25,2020-10-21,2020,Electric Vehicle,6222.122676056928,0.0,2023-10-21,2111.819500210667,2026-08-03,2023-10-21
19297,2020-03-17,2020-06-25,2020,Electric Vehicle,6507.0082799719485,0.0,2023-06-25,2019.3611925228172,2026-01-04,2023-06-25
19298,2019-12-20,2020-03-16,2020,Electric Vehicle,5749.184563876188,0.0,2023-03-16,2285.5415153241856,2026-06-19,2023-03-16
19299,2020-03-16,2020-11-08,2020,Electric Vehicle,6594.438192054451,0.0,2023-11-08,1992.5882413807758,2026-04-24,2023-11-08
19300,2019-12-15,2020-07-16,2020,Electric Vehicle,8775.144946726403,0.0,2023-07-16,1497.4111629804954,2024-08-21,2023-07-16
19301,2019-12-06,2020-03-20,2020,Electric Vehicle,6793.586469947192,0.0,2023-03-20,1934.177191698002,2025-07-06,2023-03-20
19302,2019-08-28,2019-11-02,2020,Electric Vehicle,8252.24125869966,0.0,2022-11-02,1592.2946976553285,2024-03-12,2022-11-02
19303,2019-08-21,2020-03-27,2020,Electric Vehicle,5805.453648752386,0.0,2023-03-27,2263.389012299467,2026-06-07,2023-03-27
19304,2019-11-21,2020-08-03,2020,Electric Vehicle,7555.5861384902355,0.0,2023-08-03,1739.110607588897,2025-05-08,2023-08-03
19305,2019-11-29,2020-06-04,2020,Electric Vehicle,6717.075333014858,0.0,2023-06-04,1956.208520606588,2025-10-12,2023-06-04
19306,2020-05-11,2020-11-21,2020,Electric Vehicle,5515.264061191035,0.0,2023-11-21,2382.478853997498,2027-05-31,2023-11-21
19307,2020-01-14,2020-06-19,2020,Electric Vehicle,7473.29483266272,0.0,2023-06-19,1758.2606192077992,2025-04-12,2023-06-19
19308,2020-02-10,2020-11-15,2020,Electric Vehicle,6353.954794383734,0.0,2023-11-15,2068.003381392398,2026-07-15,2023-11-15
19309,2020-03-28,2021-01-26,2020,Electric Vehicle,8528.682193855744,0.0,2024-01-26,1540.6835078772606,2025-04-16,2024-01-26
19310,2019-10-19,2020-01-21,2020,Electric Vehicle,7276.815190805555,0.0,2023-01-21,1805.7350166873457,2024-12-31,2023-01-21
19311,2020-07-19,2021-05-02,2020,Electric Vehicle,7049.794475352088,0.0,2024-05-02,1863.884123989834,2026-06-09,2024-05-02
19312,2019-10-04,2020-09-05,2020,Electric Vehicle,7618.1618618025395,0.0,2023-09-05,1724.8255206920655,2025-05-27,2023-09-05
19313,2020-01-23,2020-09-04,2020,Electric Vehicle,8805.050385408713,0.0,2023-09-04,1492.325361564648,2024-10-05,2023-09-04
19314,2020-02-10,2020-04-22,2020,Electric Vehicle,5517.246990879997,0.0,2023-04-22,2381.6225776588226,2026-10-30,2023-04-22
19315,2019-08-17,2020-06-14,2020,Electric Vehicle,6368.843345232297,0.0,2023-06-14,2063.1689755466473,2026-02-06,2023-06-14
19316,2019-12-15,2020-06-15,2020,Electric Vehicle,6259.12723583513,0.0,2023-06-15,2099.334221034857,2026-03-15,2023-06-15
19317,2019-11-03,2020-01-21,2020,Electric Vehicle,7069.416450054737,0.0,2023-01-21,1858.7107002160355,2025-02-22,2023-01-21
19318,2020-01-17,2020-10-17,2020,Electric Vehicle,8637.530071484467,0.0,2023-10-17,1521.2682203422683,2024-12-16,2023-10-17
19319,2019-12-10,2020-12-03,2020,Electric Vehicle,6682.565148373328,0.0,2023-12-03,1966.3107965656784,2026-04-22,2023-12-03
19320,2020-07-26,2020-09-29,2020,Electric Vehicle,6848.941425983844,0.0,2023-09-29,1918.5446600767873,2025-12-31,2023-09-29
19321,2020-07-14,2021-05-07,2020,Electric Vehicle,6394.857118633113,0.0,2024-05-07,2054.7761671974067,2026-12-22,2024-05-07
19322,2020-01-31,2020-04-20,2020,Electric Vehicle,7181.166084656703,0.0,2023-04-20,1829.7863947298138,2025-04-24,2023-04-20
19323,2020-06-17,2021-05-07,2020,Electric Vehicle,6101.19287695317,0.0,2024-05-07,2153.6772013281916,2027-03-31,2024-05-07
19324,2019-09-23,2020-03-31,2020,Electric Vehicle,6184.770833385218,0.0,2023-03-31,2124.5734650458917,2026-01-24,2023-03-31
19325,2020-05-16,2020-08-11,2020,Electric Vehicle,5503.735921775884,0.0,2023-08-11,2387.4692003318596,2027-02-23,2023-08-11
19326,2019-12-14,2020-06-23,2020,Electric Vehicle,5520.821637600844,0.0,2023-06-23,2380.0805138327532,2026-12-29,2023-06-23
19327,2020-06-23,2021-02-18,2020,Electric Vehicle,6293.1516100833405,0.0,2024-02-18,2087.9840204304223,2026-11-07,2024-02-18
19328,2019-11-30,2020-02-08,2020,Electric Vehicle,6287.953470157162,0.0,2023-02-08,2089.7101198924074,2025-10-29,2023-02-08
19329,2019-11-28,2020-05-29,2020,Electric Vehicle,6539.657918772018,0.0,2023-05-29,2009.2794092916959,2025-11-28,2023-05-29
19330,2020-07-30,2021-07-10,2020,Electric Vehicle,7499.839793279627,0.0,2024-07-10,1752.0374250893128,2026-04-27,2024-07-10
19331,2019-10-06,2020-04-17,2020,Electric Vehicle,7937.2461732100255,0.0,2023-04-17,1655.4860102928935,2024-10-28,2023-04-17
19332,2020-02-07,2021-01-25,2020,Electric Vehicle,7109.870625099339,0.0,2024-01-25,1848.1348948338155,2026-02-16,2024-01-25
19333,2019-08-16,2019-12-01,2020,Electric Vehicle,5592.5196693104745,0.0,2022-12-01,2349.567060462406,2026-05-08,2022-12-01
19334,2019-12-26,2020-03-19,2020,Electric Vehicle,6502.829851022116,0.0,2023-03-19,2020.658744121169,2025-09-30,2023-03-19
19335,2020-07-13,2020-12-13,2020,Electric Vehicle,7871.160240611128,0.0,2023-12-13,1669.3854016850496,2025-07-09,2023-12-13
19336,2019-10-29,2020-03-02,2020,Electric Vehicle,6433.446376347778,0.0,2023-03-02,2042.4511577975543,2025-10-04,2023-03-02
19337,2019-11-28,2020-07-14,2020,Electric Vehicle,6083.298108169795,0.0,2023-07-14,2160.012507418162,2026-06-13,2023-07-14
19338,2020-07-12,2020-10-30,2020,Electric Vehicle,6831.443305628274,0.0,2023-10-30,1923.4588376330732,2026-02-04,2023-10-30
19339,2020-06-03,2021-05-12,2020,Electric Vehicle,5887.084219927746,0.0,2024-05-12,2232.004759762257,2027-06-22,2024-05-12
19340,2020-07-16,2020-12-29,2020,Electric Vehicle,7147.8656228445,0.0,2023-12-29,1838.3109998605328,2026-01-10,2023-12-29
19341,2019-09-09,2020-01-31,2020,Electric Vehicle,4856.052625709552,0.0,2023-01-31,2705.9014827047977,2027-06-29,2023-01-31
19342,2020-03-25,2020-11-19,2020,Electric Vehicle,7334.806605077751,0.0,2023-11-19,1791.4582766099682,2025-10-15,2023-11-19
19343,2019-12-16,2020-02-28,2020,Electric Vehicle,7229.758783438594,0.0,2023-02-28,1817.4880232657492,2025-02-18,2023-02-28
19344,2019-08-18,2020-06-05,2020,Electric Vehicle,7493.359854400448,0.0,2023-06-05,1753.5525125332908,2025-03-25,2023-06-05
19345,2020-06-03,2020-09-11,2020,Electric Vehicle,5615.608878454397,0.0,2023-09-11,2339.90655054605,2027-02-07,2023-09-11
19346,2019-11-09,2020-10-27,2020,Electric Vehicle,7775.731709706721,0.0,2023-10-27,1689.873119412913,2025-06-13,2023-10-27
19347,2020-05-21,2021-04-10,2020,Electric Vehicle,7954.060386305651,0.0,2024-04-10,1651.9864524316258,2025-10-18,2024-04-10
19348,2020-01-16,2020-11-11,2020,Electric Vehicle,7073.552912024972,0.0,2023-11-11,1857.62376607972,2025-12-13,2023-11-11
