vin,purchase_date,nvlw_end_date,n_claims,censor_date,days_to_censor,censor_claim_status,days_to_censor_claim,censor_claim_date
13413,2020-09-14,2023-09-14,0.0,2023-05-16,974,Censor,974,2023-05-16
13628,2020-09-14,2022-10-18,0.0,2022-10-18,764,Censor,764,2022-10-18
14145,2020-09-14,2021-12-02,3.0,2021-12-02,444,Claim,109,2021-01-01
14145,2020-09-14,2021-12-02,3.0,2021-12-02,444,Claim,352,2021-09-01
14145,2020-09-14,2021-12-02,3.0,2021-12-02,444,Claim,383,2021-10-02
14145,2020-09-14,2021-12-02,3.0,2021-12-02,444,Censor,444,2021-12-02
14472,2020-09-14,2022-12-25,4.0,2022-12-25,832,Claim,108,2020-12-31
14472,2020-09-14,2022-12-25,4.0,2022-12-25,832,Claim,330,2021-08-10
14472,2020-09-14,2022-12-25,4.0,2022-12-25,832,Claim,527,2022-02-23
14472,2020-09-14,2022-12-25,4.0,2022-12-25,832,Claim,610,2022-05-17
14472,2020-09-14,2022-12-25,4.0,2022-12-25,832,Censor,832,2022-12-25
14660,2020-09-14,2023-09-14,3.0,2023-05-16,974,Claim,496,2022-01-23
14660,2020-09-14,2023-09-14,3.0,2023-05-16,974,Claim,656,2022-07-02
14660,2020-09-14,2023-09-14,3.0,2023-05-16,974,Claim,778,2022-11-01
14660,2020-09-14,2023-09-14,3.0,2023-05-16,974,Censor,974,2023-05-16
14707,2020-09-14,2021-08-15,0.0,2021-08-15,335,Censor,335,2021-08-15
15708,2020-09-14,2022-12-09,0.0,2022-12-09,816,Censor,816,2022-12-09
15888,2020-09-14,2022-10-21,1.0,2022-10-21,767,Claim,197,2021-03-30
15888,2020-09-14,2022-10-21,1.0,2022-10-21,767,Censor,767,2022-10-21
16695,2020-09-14,2023-06-03,0.0,2023-05-16,974,Censor,974,2023-05-16
16757,2020-09-14,2023-01-06,0.0,2023-01-06,844,Censor,844,2023-01-06
17235,2020-09-14,2023-09-14,0.0,2023-05-16,974,Censor,974,2023-05-16
17320,2020-09-14,2023-04-21,0.0,2023-04-21,949,Censor,949,2023-04-21
17800,2020-09-14,2022-11-09,0.0,2022-11-09,786,Censor,786,2022-11-09
18917,2020-09-14,2023-09-14,0.0,2023-05-16,974,Censor,974,2023-05-16
19001,2020-09-14,2023-09-14,0.0,2023-05-16,974,Censor,974,2023-05-16
19510,2020-09-14,2023-09-14,0.0,2023-05-16,974,Censor,974,2023-05-16
19634,2020-09-14,2023-09-14,0.0,2023-05-16,974,Censor,974,2023-05-16
19903,2020-09-14,2023-09-14,0.0,2023-05-16,974,Censor,974,2023-05-16
10083,2020-09-15,2023-03-31,0.0,2023-03-31,927,Censor,927,2023-03-31
10241,2020-09-15,2023-09-15,0.0,2023-05-16,973,Censor,973,2023-05-16
10427,2020-09-15,2023-09-15,0.0,2023-05-16,973,Censor,973,2023-05-16
10703,2020-09-15,2023-09-15,0.0,2023-05-16,973,Censor,973,2023-05-16
11209,2020-09-15,2023-08-04,0.0,2023-05-16,973,Censor,973,2023-05-16
11599,2020-09-15,2022-07-09,0.0,2022-07-09,662,Censor,662,2022-07-09
12348,2020-09-15,2022-09-05,2.0,2022-09-05,720,Claim,506,2022-02-03
12348,2020-09-15,2022-09-05,2.0,2022-09-05,720,Claim,566,2022-04-04
12348,2020-09-15,2022-09-05,2.0,2022-09-05,720,Censor,720,2022-09-05
12474,2020-09-15,2022-06-09,5.0,2022-06-09,632,Claim,405,2021-10-25
12474,2020-09-15,2022-06-09,5.0,2022-06-09,632,Claim,535,2022-03-04
12474,2020-09-15,2022-06-09,5.0,2022-06-09,632,Claim,539,2022-03-08
12474,2020-09-15,2022-06-09,5.0,2022-06-09,632,Claim,603,2022-05-11
12474,2020-09-15,2022-06-09,5.0,2022-06-09,632,Claim,609,2022-05-17
12474,2020-09-15,2022-06-09,5.0,2022-06-09,632,Censor,632,2022-06-09
12476,2020-09-15,2022-02-17,3.0,2022-02-17,520,Claim,159,2021-02-21
12476,2020-09-15,2022-02-17,3.0,2022-02-17,520,Claim,424,2021-11-13
12476,2020-09-15,2022-02-17,3.0,2022-02-17,520,Claim,511,2022-02-08
12476,2020-09-15,2022-02-17,3.0,2022-02-17,520,Censor,520,2022-02-17
12519,2020-09-15,2022-07-18,1.0,2022-07-18,671,Claim,22,2020-10-07
12519,2020-09-15,2022-07-18,1.0,2022-07-18,671,Censor,671,2022-07-18
13069,2020-09-15,2022-11-07,0.0,2022-11-07,783,Censor,783,2022-11-07
13271,2020-09-15,2022-11-27,0.0,2022-11-27,803,Censor,803,2022-11-27
13551,2020-09-15,2023-05-11,0.0,2023-05-11,968,Censor,968,2023-05-11
14284,2020-09-15,2021-10-28,6.0,2021-10-28,408,Claim,73,2020-11-27
14284,2020-09-15,2021-10-28,6.0,2021-10-28,408,Claim,185,2021-03-19
14284,2020-09-15,2021-10-28,6.0,2021-10-28,408,Claim,208,2021-04-11
14284,2020-09-15,2021-10-28,6.0,2021-10-28,408,Claim,288,2021-06-30
14284,2020-09-15,2021-10-28,6.0,2021-10-28,408,Claim,320,2021-08-01
14284,2020-09-15,2021-10-28,6.0,2021-10-28,408,Claim,400,2021-10-20
14284,2020-09-15,2021-10-28,6.0,2021-10-28,408,Censor,408,2021-10-28
14411,2020-09-15,2021-12-05,3.0,2021-12-05,446,Claim,13,2020-09-28
14411,2020-09-15,2021-12-05,3.0,2021-12-05,446,Claim,39,2020-10-24
14411,2020-09-15,2021-12-05,3.0,2021-12-05,446,Claim,72,2020-11-26
14411,2020-09-15,2021-12-05,3.0,2021-12-05,446,Censor,446,2021-12-05
14467,2020-09-15,2021-08-15,3.0,2021-08-15,334,Claim,3,2020-09-18
14467,2020-09-15,2021-08-15,3.0,2021-08-15,334,Claim,148,2021-02-10
14467,2020-09-15,2021-08-15,3.0,2021-08-15,334,Claim,220,2021-04-23
14467,2020-09-15,2021-08-15,3.0,2021-08-15,334,Censor,334,2021-08-15
14625,2020-09-15,2021-10-28,0.0,2021-10-28,408,Censor,408,2021-10-28
14724,2020-09-15,2022-02-24,6.0,2022-02-24,527,Claim,191,2021-03-25
14724,2020-09-15,2022-02-24,6.0,2022-02-24,527,Claim,234,2021-05-07
14724,2020-09-15,2022-02-24,6.0,2022-02-24,527,Claim,313,2021-07-25
14724,2020-09-15,2022-02-24,6.0,2022-02-24,527,Claim,347,2021-08-28
14724,2020-09-15,2022-02-24,6.0,2022-02-24,527,Claim,414,2021-11-03
14724,2020-09-15,2022-02-24,6.0,2022-02-24,527,Claim,420,2021-11-09
14724,2020-09-15,2022-02-24,6.0,2022-02-24,527,Censor,527,2022-02-24
14943,2020-09-15,2022-05-14,2.0,2022-05-14,606,Claim,487,2022-01-15
14943,2020-09-15,2022-05-14,2.0,2022-05-14,606,Claim,605,2022-05-13
14943,2020-09-15,2022-05-14,2.0,2022-05-14,606,Censor,606,2022-05-14
15136,2020-09-15,2023-01-31,0.0,2023-01-31,868,Censor,868,2023-01-31
15482,2020-09-15,2023-09-15,1.0,2023-05-16,973,Claim,111,2021-01-04
15482,2020-09-15,2023-09-15,1.0,2023-05-16,973,Censor,973,2023-05-16
16580,2020-09-15,2023-09-15,0.0,2023-05-16,973,Censor,973,2023-05-16
16592,2020-09-15,2023-09-15,0.0,2023-05-16,973,Censor,973,2023-05-16
16596,2020-09-15,2023-02-07,0.0,2023-02-07,875,Censor,875,2023-02-07
17489,2020-09-15,2023-03-30,0.0,2023-03-30,926,Censor,926,2023-03-30
17676,2020-09-15,2023-09-15,2.0,2023-05-16,973,Claim,95,2020-12-19
17676,2020-09-15,2023-09-15,2.0,2023-05-16,973,Claim,779,2022-11-03
17676,2020-09-15,2023-09-15,2.0,2023-05-16,973,Censor,973,2023-05-16
18002,2020-09-15,2023-09-15,0.0,2023-05-16,973,Censor,973,2023-05-16
18205,2020-09-15,2023-09-15,0.0,2023-05-16,973,Censor,973,2023-05-16
18443,2020-09-15,2023-09-15,0.0,2023-05-16,973,Censor,973,2023-05-16
19310,2020-09-15,2023-09-15,0.0,2023-05-16,973,Censor,973,2023-05-16
19864,2020-09-15,2023-09-15,0.0,2023-05-16,973,Censor,973,2023-05-16
10056,2020-09-16,2023-09-16,0.0,2023-05-16,972,Censor,972,2023-05-16
10169,2020-09-16,2023-09-16,0.0,2023-05-16,972,Censor,972,2023-05-16
10280,2020-09-16,2023-09-16,0.0,2023-05-16,972,Censor,972,2023-05-16
10704,2020-09-16,2023-04-24,0.0,2023-04-24,950,Censor,950,2023-04-24
10722,2020-09-16,2023-09-16,0.0,2023-05-16,972,Censor,972,2023-05-16
11165,2020-09-16,2023-09-16,0.0,2023-05-16,972,Censor,972,2023-05-16
11247,2020-09-16,2023-06-22,0.0,2023-05-16,972,Censor,972,2023-05-16
11451,2020-09-16,2023-09-16,0.0,2023-05-16,972,Censor,972,2023-05-16
11479,2020-09-16,2023-05-03,0.0,2023-05-03,959,Censor,959,2023-05-03
11859,2020-09-16,2023-04-27,2.0,2023-04-27,953,Claim,284,2021-06-27
11859,2020-09-16,2023-04-27,2.0,2023-04-27,953,Claim,883,2023-02-16
11859,2020-09-16,2023-04-27,2.0,2023-04-27,953,Censor,953,2023-04-27
12970,2020-09-16,2022-06-08,1.0,2022-06-08,630,Claim,267,2021-06-10
12970,2020-09-16,2022-06-08,1.0,2022-06-08,630,Censor,630,2022-06-08
13815,2020-09-16,2023-08-24,0.0,2023-05-16,972,Censor,972,2023-05-16
13821,2020-09-16,2023-01-08,0.0,2023-01-08,844,Censor,844,2023-01-08
13853,2020-09-16,2022-04-25,0.0,2022-04-25,586,Censor,586,2022-04-25
13911,2020-09-16,2022-09-16,0.0,2022-09-16,730,Censor,730,2022-09-16
14673,2020-09-16,2022-06-22,3.0,2022-06-22,644,Claim,73,2020-11-28
14673,2020-09-16,2022-06-22,3.0,2022-06-22,644,Claim,285,2021-06-28
14673,2020-09-16,2022-06-22,3.0,2022-06-22,644,Claim,288,2021-07-01
14673,2020-09-16,2022-06-22,3.0,2022-06-22,644,Censor,644,2022-06-22
14808,2020-09-16,2021-12-19,5.0,2021-12-19,459,Claim,65,2020-11-20
14808,2020-09-16,2021-12-19,5.0,2021-12-19,459,Claim,182,2021-03-17
14808,2020-09-16,2021-12-19,5.0,2021-12-19,459,Claim,339,2021-08-21
14808,2020-09-16,2021-12-19,5.0,2021-12-19,459,Claim,378,2021-09-29
14808,2020-09-16,2021-12-19,5.0,2021-12-19,459,Claim,419,2021-11-09
14808,2020-09-16,2021-12-19,5.0,2021-12-19,459,Censor,459,2021-12-19
14882,2020-09-16,2021-07-04,2.0,2021-07-04,291,Claim,13,2020-09-29
14882,2020-09-16,2021-07-04,2.0,2021-07-04,291,Claim,126,2021-01-20
14882,2020-09-16,2021-07-04,2.0,2021-07-04,291,Censor,291,2021-07-04
15466,2020-09-16,2023-09-16,0.0,2023-05-16,972,Censor,972,2023-05-16
16081,2020-09-16,2022-11-25,0.0,2022-11-25,800,Censor,800,2022-11-25
16230,2020-09-16,2023-04-01,0.0,2023-04-01,927,Censor,927,2023-04-01
16256,2020-09-16,2023-09-16,2.0,2023-05-16,972,Claim,52,2020-11-07
16256,2020-09-16,2023-09-16,2.0,2023-05-16,972,Claim,300,2021-07-13
16256,2020-09-16,2023-09-16,2.0,2023-05-16,972,Censor,972,2023-05-16
16401,2020-09-16,2022-08-20,0.0,2022-08-20,703,Censor,703,2022-08-20
16976,2020-09-16,2023-09-16,0.0,2023-05-16,972,Censor,972,2023-05-16
17338,2020-09-16,2023-09-16,0.0,2023-05-16,972,Censor,972,2023-05-16
18052,2020-09-16,2023-09-16,0.0,2023-05-16,972,Censor,972,2023-05-16
18125,2020-09-16,2023-09-16,0.0,2023-05-16,972,Censor,972,2023-05-16
18689,2020-09-16,2023-09-16,0.0,2023-05-16,972,Censor,972,2023-05-16
18980,2020-09-16,2023-09-16,0.0,2023-05-16,972,Censor,972,2023-05-16
19727,2020-09-16,2023-09-16,0.0,2023-05-16,972,Censor,972,2023-05-16
19861,2020-09-16,2023-09-16,0.0,2023-05-16,972,Censor,972,2023-05-16
10384,2020-09-17,2023-09-17,0.0,2023-05-16,971,Censor,971,2023-05-16
10881,2020-09-17,2023-09-17,0.0,2023-05-16,971,Censor,971,2023-05-16
10918,2020-09-17,2023-09-17,0.0,2023-05-16,971,Censor,971,2023-05-16
11510,2020-09-17,2023-09-17,0.0,2023-05-16,971,Censor,971,2023-05-16
12935,2020-09-17,2022-03-24,3.0,2022-03-24,553,Claim,115,2021-01-10
12935,2020-09-17,2022-03-24,3.0,2022-03-24,553,Claim,263,2021-06-07
12935,2020-09-17,2022-03-24,3.0,2022-03-24,553,Claim,279,2021-06-23
12935,2020-09-17,2022-03-24,3.0,2022-03-24,553,Censor,553,2022-03-24
13269,2020-09-17,2022-05-22,1.0,2022-05-22,612,Claim,574,2022-04-14
13269,2020-09-17,2022-05-22,1.0,2022-05-22,612,Censor,612,2022-05-22
13401,2020-09-17,2023-04-12,0.0,2023-04-12,937,Censor,937,2023-04-12
13602,2020-09-17,2023-02-03,0.0,2023-02-03,869,Censor,869,2023-02-03
13883,2020-09-17,2023-06-15,0.0,2023-05-16,971,Censor,971,2023-05-16
14162,2020-09-17,2022-02-20,4.0,2022-02-20,521,Claim,100,2020-12-26
14162,2020-09-17,2022-02-20,4.0,2022-02-20,521,Claim,113,2021-01-08
14162,2020-09-17,2022-02-20,4.0,2022-02-20,521,Claim,371,2021-09-23
14162,2020-09-17,2022-02-20,4.0,2022-02-20,521,Claim,416,2021-11-07
14162,2020-09-17,2022-02-20,4.0,2022-02-20,521,Censor,521,2022-02-20
14290,2020-09-17,2021-10-08,4.0,2021-10-08,386,Claim,5,2020-09-22
14290,2020-09-17,2021-10-08,4.0,2021-10-08,386,Claim,203,2021-04-08
14290,2020-09-17,2021-10-08,4.0,2021-10-08,386,Claim,331,2021-08-14
14290,2020-09-17,2021-10-08,4.0,2021-10-08,386,Claim,369,2021-09-21
14290,2020-09-17,2021-10-08,4.0,2021-10-08,386,Censor,386,2021-10-08
14354,2020-09-17,2021-07-27,3.0,2021-07-27,313,Claim,20,2020-10-07
14354,2020-09-17,2021-07-27,3.0,2021-07-27,313,Claim,82,2020-12-08
14354,2020-09-17,2021-07-27,3.0,2021-07-27,313,Claim,282,2021-06-26
14354,2020-09-17,2021-07-27,3.0,2021-07-27,313,Censor,313,2021-07-27
14742,2020-09-17,2021-07-12,4.0,2021-07-12,298,Claim,99,2020-12-25
14742,2020-09-17,2021-07-12,4.0,2021-07-12,298,Claim,102,2020-12-28
14742,2020-09-17,2021-07-12,4.0,2021-07-12,298,Claim,114,2021-01-09
14742,2020-09-17,2021-07-12,4.0,2021-07-12,298,Claim,227,2021-05-02
14742,2020-09-17,2021-07-12,4.0,2021-07-12,298,Censor,298,2021-07-12
14965,2020-09-17,2022-05-19,3.0,2022-05-19,609,Claim,28,2020-10-15
14965,2020-09-17,2022-05-19,3.0,2022-05-19,609,Claim,490,2022-01-20
14965,2020-09-17,2022-05-19,3.0,2022-05-19,609,Claim,554,2022-03-25
14965,2020-09-17,2022-05-19,3.0,2022-05-19,609,Censor,609,2022-05-19
15162,2020-09-17,2022-11-28,0.0,2022-11-28,802,Censor,802,2022-11-28
16469,2020-09-17,2022-10-02,0.0,2022-10-02,745,Censor,745,2022-10-02
16625,2020-09-17,2023-04-02,0.0,2023-04-02,927,Censor,927,2023-04-02
17641,2020-09-17,2023-09-17,0.0,2023-05-16,971,Censor,971,2023-05-16
17732,2020-09-17,2022-07-16,0.0,2022-07-16,667,Censor,667,2022-07-16
17808,2020-09-17,2023-09-17,0.0,2023-05-16,971,Censor,971,2023-05-16
17887,2020-09-17,2023-05-24,0.0,2023-05-16,971,Censor,971,2023-05-16
19243,2020-09-17,2023-09-17,1.0,2023-05-16,971,Claim,46,2020-11-02
19243,2020-09-17,2023-09-17,1.0,2023-05-16,971,Censor,971,2023-05-16
19258,2020-09-17,2023-09-17,0.0,2023-05-16,971,Censor,971,2023-05-16
19314,2020-09-17,2023-09-17,0.0,2023-05-16,971,Censor,971,2023-05-16
10259,2020-09-18,2023-03-22,0.0,2023-03-22,915,Censor,915,2023-03-22
10441,2020-09-18,2023-09-18,0.0,2023-05-16,970,Censor,970,2023-05-16
10672,2020-09-18,2023-08-25,0.0,2023-05-16,970,Censor,970,2023-05-16
11388,2020-09-18,2023-06-07,2.0,2023-05-16,970,Claim,5,2020-09-23
11388,2020-09-18,2023-06-07,2.0,2023-05-16,970,Claim,859,2023-01-25
11388,2020-09-18,2023-06-07,2.0,2023-05-16,970,Censor,970,2023-05-16
11403,2020-09-18,2023-01-08,1.0,2023-01-08,842,Claim,390,2021-10-13
11403,2020-09-18,2023-01-08,1.0,2023-01-08,842,Censor,842,2023-01-08
12304,2020-09-18,2022-06-06,3.0,2022-06-06,626,Claim,127,2021-01-23
12304,2020-09-18,2022-06-06,3.0,2022-06-06,626,Claim,289,2021-07-04
12304,2020-09-18,2022-06-06,3.0,2022-06-06,626,Claim,297,2021-07-12
12304,2020-09-18,2022-06-06,3.0,2022-06-06,626,Censor,626,2022-06-06
13040,2020-09-18,2023-04-09,0.0,2023-04-09,933,Censor,933,2023-04-09
13059,2020-09-18,2023-09-18,0.0,2023-05-16,970,Censor,970,2023-05-16
13300,2020-09-18,2023-09-18,0.0,2023-05-16,970,Censor,970,2023-05-16
13361,2020-09-18,2023-09-18,0.0,2023-05-16,970,Censor,970,2023-05-16
14228,2020-09-18,2021-12-22,3.0,2021-12-22,460,Claim,27,2020-10-15
14228,2020-09-18,2021-12-22,3.0,2021-12-22,460,Claim,365,2021-09-18
14228,2020-09-18,2021-12-22,3.0,2021-12-22,460,Claim,449,2021-12-11
14228,2020-09-18,2021-12-22,3.0,2021-12-22,460,Censor,460,2021-12-22
14396,2020-09-18,2022-01-28,3.0,2022-01-28,497,Claim,97,2020-12-24
14396,2020-09-18,2022-01-28,3.0,2022-01-28,497,Claim,146,2021-02-11
14396,2020-09-18,2022-01-28,3.0,2022-01-28,497,Claim,318,2021-08-02
14396,2020-09-18,2022-01-28,3.0,2022-01-28,497,Censor,497,2022-01-28
14809,2020-09-18,2021-11-10,6.0,2021-11-10,418,Claim,63,2020-11-20
14809,2020-09-18,2021-11-10,6.0,2021-11-10,418,Claim,69,2020-11-26
14809,2020-09-18,2021-11-10,6.0,2021-11-10,418,Claim,109,2021-01-05
14809,2020-09-18,2021-11-10,6.0,2021-11-10,418,Claim,342,2021-08-26
14809,2020-09-18,2021-11-10,6.0,2021-11-10,418,Claim,394,2021-10-17
14809,2020-09-18,2021-11-10,6.0,2021-11-10,418,Claim,398,2021-10-21
14809,2020-09-18,2021-11-10,6.0,2021-11-10,418,Censor,418,2021-11-10
15006,2020-09-18,2023-09-18,0.0,2023-05-16,970,Censor,970,2023-05-16
15349,2020-09-18,2022-10-28,1.0,2022-10-28,770,Claim,608,2022-05-19
15349,2020-09-18,2022-10-28,1.0,2022-10-28,770,Censor,770,2022-10-28
15412,2020-09-18,2023-06-18,0.0,2023-05-16,970,Censor,970,2023-05-16
15498,2020-09-18,2023-09-18,0.0,2023-05-16,970,Censor,970,2023-05-16
15635,2020-09-18,2023-04-20,0.0,2023-04-20,944,Censor,944,2023-04-20
15660,2020-09-18,2022-12-11,0.0,2022-12-11,814,Censor,814,2022-12-11
16121,2020-09-18,2023-06-12,0.0,2023-05-16,970,Censor,970,2023-05-16
16454,2020-09-18,2023-09-03,0.0,2023-05-16,970,Censor,970,2023-05-16
16579,2020-09-18,2023-07-12,0.0,2023-05-16,970,Censor,970,2023-05-16
16645,2020-09-18,2022-12-26,0.0,2022-12-26,829,Censor,829,2022-12-26
16686,2020-09-18,2023-09-18,0.0,2023-05-16,970,Censor,970,2023-05-16
17870,2020-09-18,2023-09-18,0.0,2023-05-16,970,Censor,970,2023-05-16
18249,2020-09-18,2023-09-18,0.0,2023-05-16,970,Censor,970,2023-05-16
18298,2020-09-18,2023-09-18,0.0,2023-05-16,970,Censor,970,2023-05-16
19304,2020-09-18,2023-09-18,0.0,2023-05-16,970,Censor,970,2023-05-16
19940,2020-09-18,2023-09-18,0.0,2023-05-16,970,Censor,970,2023-05-16
10141,2020-09-19,2023-09-19,0.0,2023-05-16,969,Censor,969,2023-05-16
10252,2020-09-19,2023-09-19,0.0,2023-05-16,969,Censor,969,2023-05-16
10754,2020-09-19,2023-09-19,0.0,2023-05-16,969,Censor,969,2023-05-16
11718,2020-09-19,2023-09-19,0.0,2023-05-16,969,Censor,969,2023-05-16
11776,2020-09-19,2023-08-07,1.0,2023-05-16,969,Claim,711,2022-08-31
11776,2020-09-19,2023-08-07,1.0,2023-05-16,969,Censor,969,2023-05-16
12516,2020-09-19,2022-05-25,3.0,2022-05-25,613,Claim,133,2021-01-30
12516,2020-09-19,2022-05-25,3.0,2022-05-25,613,Claim,177,2021-03-15
12516,2020-09-19,2022-05-25,3.0,2022-05-25,613,Claim,517,2022-02-18
12516,2020-09-19,2022-05-25,3.0,2022-05-25,613,Censor,613,2022-05-25
12917,2020-09-19,2022-03-31,4.0,2022-03-31,558,Claim,281,2021-06-27
12917,2020-09-19,2022-03-31,4.0,2022-03-31,558,Claim,450,2021-12-13
12917,2020-09-19,2022-03-31,4.0,2022-03-31,558,Claim,464,2021-12-27
12917,2020-09-19,2022-03-31,4.0,2022-03-31,558,Claim,525,2022-02-26
12917,2020-09-19,2022-03-31,4.0,2022-03-31,558,Censor,558,2022-03-31
13668,2020-09-19,2022-05-26,0.0,2022-05-26,614,Censor,614,2022-05-26
13778,2020-09-19,2023-07-03,0.0,2023-05-16,969,Censor,969,2023-05-16
14287,2020-09-19,2021-12-31,6.0,2021-12-31,468,Claim,117,2021-01-14
14287,2020-09-19,2021-12-31,6.0,2021-12-31,468,Claim,159,2021-02-25
14287,2020-09-19,2021-12-31,6.0,2021-12-31,468,Claim,187,2021-03-25
14287,2020-09-19,2021-12-31,6.0,2021-12-31,468,Claim,350,2021-09-04
14287,2020-09-19,2021-12-31,6.0,2021-12-31,468,Claim,410,2021-11-03
14287,2020-09-19,2021-12-31,6.0,2021-12-31,468,Claim,437,2021-11-30
14287,2020-09-19,2021-12-31,6.0,2021-12-31,468,Censor,468,2021-12-31
14756,2020-09-19,2021-10-21,3.0,2021-10-21,397,Claim,197,2021-04-04
14756,2020-09-19,2021-10-21,3.0,2021-10-21,397,Claim,358,2021-09-12
14756,2020-09-19,2021-10-21,3.0,2021-10-21,397,Claim,387,2021-10-11
14756,2020-09-19,2021-10-21,3.0,2021-10-21,397,Censor,397,2021-10-21
14993,2020-09-19,2021-11-18,3.0,2021-11-18,425,Claim,170,2021-03-08
14993,2020-09-19,2021-11-18,3.0,2021-11-18,425,Claim,182,2021-03-20
14993,2020-09-19,2021-11-18,3.0,2021-11-18,425,Claim,267,2021-06-13
14993,2020-09-19,2021-11-18,3.0,2021-11-18,425,Censor,425,2021-11-18
15296,2020-09-19,2023-01-19,0.0,2023-01-19,852,Censor,852,2023-01-19
15815,2020-09-19,2023-09-19,1.0,2023-05-16,969,Claim,692,2022-08-12
15815,2020-09-19,2023-09-19,1.0,2023-05-16,969,Censor,969,2023-05-16
15853,2020-09-19,2022-11-08,0.0,2022-11-08,780,Censor,780,2022-11-08
16296,2020-09-19,2023-03-16,0.0,2023-03-16,908,Censor,908,2023-03-16
16591,2020-09-19,2023-01-31,1.0,2023-01-31,864,Claim,8,2020-09-27
16591,2020-09-19,2023-01-31,1.0,2023-01-31,864,Censor,864,2023-01-31
16975,2020-09-19,2023-09-19,0.0,2023-05-16,969,Censor,969,2023-05-16
18133,2020-09-19,2023-09-19,1.0,2023-05-16,969,Claim,222,2021-04-29
18133,2020-09-19,2023-09-19,1.0,2023-05-16,969,Censor,969,2023-05-16
18175,2020-09-19,2023-09-19,0.0,2023-05-16,969,Censor,969,2023-05-16
18317,2020-09-19,2023-09-19,0.0,2023-05-16,969,Censor,969,2023-05-16
18325,2020-09-19,2023-09-19,0.0,2023-05-16,969,Censor,969,2023-05-16
18358,2020-09-19,2023-07-14,0.0,2023-05-16,969,Censor,969,2023-05-16
18709,2020-09-19,2023-09-19,0.0,2023-05-16,969,Censor,969,2023-05-16
19051,2020-09-19,2023-09-19,0.0,2023-05-16,969,Censor,969,2023-05-16
19151,2020-09-19,2023-09-19,0.0,2023-05-16,969,Censor,969,2023-05-16
19680,2020-09-19,2023-09-19,0.0,2023-05-16,969,Censor,969,2023-05-16
19998,2020-09-19,2023-09-19,0.0,2023-05-16,969,Censor,969,2023-05-16
10922,2020-09-20,2023-06-14,0.0,2023-05-16,968,Censor,968,2023-05-16
11814,2020-09-20,2023-06-17,0.0,2023-05-16,968,Censor,968,2023-05-16
13023,2020-09-20,2023-02-09,0.0,2023-02-09,872,Censor,872,2023-02-09
13295,2020-09-20,2023-09-20,2.0,2023-05-16,968,Claim,61,2020-11-20
13295,2020-09-20,2023-09-20,2.0,2023-05-16,968,Claim,870,2023-02-07
13295,2020-09-20,2023-09-20,2.0,2023-05-16,968,Censor,968,2023-05-16
13699,2020-09-20,2023-05-06,0.0,2023-05-06,958,Censor,958,2023-05-06
13728,2020-09-20,2023-01-06,0.0,2023-01-06,838,Censor,838,2023-01-06
14962,2020-09-20,2021-07-23,3.0,2021-07-23,306,Claim,31,2020-10-21
14962,2020-09-20,2021-07-23,3.0,2021-07-23,306,Claim,91,2020-12-20
14962,2020-09-20,2021-07-23,3.0,2021-07-23,306,Claim,258,2021-06-05
14962,2020-09-20,2021-07-23,3.0,2021-07-23,306,Censor,306,2021-07-23
15046,2020-09-20,2023-05-09,0.0,2023-05-09,961,Censor,961,2023-05-09
15746,2020-09-20,2023-09-20,0.0,2023-05-16,968,Censor,968,2023-05-16
15900,2020-09-20,2023-04-08,0.0,2023-04-08,930,Censor,930,2023-04-08
16196,2020-09-20,2023-06-25,1.0,2023-05-16,968,Claim,271,2021-06-18
16196,2020-09-20,2023-06-25,1.0,2023-05-16,968,Censor,968,2023-05-16
16255,2020-09-20,2023-02-07,0.0,2023-02-07,870,Censor,870,2023-02-07
16475,2020-09-20,2023-04-23,0.0,2023-04-23,945,Censor,945,2023-04-23
16659,2020-09-20,2023-05-14,0.0,2023-05-14,966,Censor,966,2023-05-14
16921,2020-09-20,2022-11-01,0.0,2022-11-01,772,Censor,772,2022-11-01
16963,2020-09-20,2023-02-20,0.0,2023-02-20,883,Censor,883,2023-02-20
17767,2020-09-20,2023-08-28,1.0,2023-05-16,968,Claim,339,2021-08-25
17767,2020-09-20,2023-08-28,1.0,2023-05-16,968,Censor,968,2023-05-16
18416,2020-09-20,2023-09-20,0.0,2023-05-16,968,Censor,968,2023-05-16
18653,2020-09-20,2023-07-30,0.0,2023-05-16,968,Censor,968,2023-05-16
19615,2020-09-20,2023-09-20,0.0,2023-05-16,968,Censor,968,2023-05-16
10660,2020-09-21,2023-09-21,0.0,2023-05-16,967,Censor,967,2023-05-16
10887,2020-09-21,2023-09-21,0.0,2023-05-16,967,Censor,967,2023-05-16
11148,2020-09-21,2023-08-06,0.0,2023-05-16,967,Censor,967,2023-05-16
11640,2020-09-21,2023-03-08,0.0,2023-03-08,898,Censor,898,2023-03-08
11739,2020-09-21,2023-09-21,0.0,2023-05-16,967,Censor,967,2023-05-16
12206,2020-09-21,2022-04-26,6.0,2022-04-26,582,Claim,48,2020-11-08
12206,2020-09-21,2022-04-26,6.0,2022-04-26,582,Claim,59,2020-11-19
12206,2020-09-21,2022-04-26,6.0,2022-04-26,582,Claim,176,2021-03-16
12206,2020-09-21,2022-04-26,6.0,2022-04-26,582,Claim,323,2021-08-10
12206,2020-09-21,2022-04-26,6.0,2022-04-26,582,Claim,409,2021-11-04
12206,2020-09-21,2022-04-26,6.0,2022-04-26,582,Claim,476,2022-01-10
