vin,purchase_date,nvlw_end_date,n_fails,censor_date,days_purchase_to_censor,censor_fail_status,days_purchase_to_censor_fail,censor_fail_date,vin_event_number,days_since_event
16073,2020-11-12,2023-05-15,1.0,2023-05-15,914,F,36,2020-12-18,1,36
16073,2020-11-12,2023-05-15,1.0,2023-05-15,914,C,914,2023-05-15,2,878
16382,2020-11-12,2023-02-12,0.0,2023-02-12,822,C,822,2023-02-12,1,822
16892,2020-11-12,2023-10-14,0.0,2023-05-20,919,C,919,2023-05-20,1,919
18115,2020-11-12,2023-11-12,0.0,2023-05-20,919,C,919,2023-05-20,1,919
18833,2020-11-12,2023-11-12,0.0,2023-05-20,919,C,919,2023-05-20,1,919
19071,2020-11-12,2023-11-12,0.0,2023-05-20,919,C,919,2023-05-20,1,919
19816,2020-11-12,2023-11-12,0.0,2023-05-20,919,C,919,2023-05-20,1,919
21062,2020-11-12,2022-11-30,0.0,2022-11-30,748,C,748,2022-11-30,1,748
22306,2020-11-12,2022-10-07,3.0,2022-10-07,694,F,215,2021-06-15,1,215
22306,2020-11-12,2022-10-07,3.0,2022-10-07,694,F,326,2021-10-04,2,111
22306,2020-11-12,2022-10-07,3.0,2022-10-07,694,F,523,2022-04-19,3,197
22306,2020-11-12,2022-10-07,3.0,2022-10-07,694,C,694,2022-10-07,4,171
25221,2020-11-12,2023-01-31,0.0,2023-01-31,810,C,810,2023-01-31,1,810
10314,2020-11-13,2023-11-13,0.0,2023-05-20,918,C,918,2023-05-20,1,918
11154,2020-11-13,2023-11-13,1.0,2023-05-20,918,F,514,2022-04-11,1,514
11154,2020-11-13,2023-11-13,1.0,2023-05-20,918,C,918,2023-05-20,2,404
11582,2020-11-13,2023-08-29,0.0,2023-05-20,918,C,918,2023-05-20,1,918
11780,2020-11-13,2023-11-13,1.0,2023-05-20,918,F,692,2022-10-06,1,692
11780,2020-11-13,2023-11-13,1.0,2023-05-20,918,C,918,2023-05-20,2,226
12277,2020-11-13,2022-11-02,5.0,2022-11-02,719,F,264,2021-08-04,1,264
12277,2020-11-13,2022-11-02,5.0,2022-11-02,719,F,347,2021-10-26,2,83
12277,2020-11-13,2022-11-02,5.0,2022-11-02,719,F,612,2022-07-18,3,265
12277,2020-11-13,2022-11-02,5.0,2022-11-02,719,F,634,2022-08-09,4,22
12277,2020-11-13,2022-11-02,5.0,2022-11-02,719,F,652,2022-08-27,5,18
12277,2020-11-13,2022-11-02,5.0,2022-11-02,719,C,719,2022-11-02,6,67
12658,2020-11-13,2022-04-29,5.0,2022-04-29,532,F,5,2020-11-18,1,5
12658,2020-11-13,2022-04-29,5.0,2022-04-29,532,F,51,2021-01-03,2,46
12658,2020-11-13,2022-04-29,5.0,2022-04-29,532,F,295,2021-09-04,3,244
12658,2020-11-13,2022-04-29,5.0,2022-04-29,532,F,432,2022-01-19,4,137
12658,2020-11-13,2022-04-29,5.0,2022-04-29,532,F,440,2022-01-27,5,8
12658,2020-11-13,2022-04-29,5.0,2022-04-29,532,C,532,2022-04-29,6,92
12913,2020-11-13,2022-07-25,3.0,2022-07-25,619,F,37,2020-12-20,1,37
12913,2020-11-13,2022-07-25,3.0,2022-07-25,619,F,154,2021-04-16,2,117
12913,2020-11-13,2022-07-25,3.0,2022-07-25,619,F,587,2022-06-23,3,433
12913,2020-11-13,2022-07-25,3.0,2022-07-25,619,C,619,2022-07-25,4,32
13619,2020-11-13,2023-02-10,0.0,2023-02-10,819,C,819,2023-02-10,1,819
14812,2020-11-13,2022-01-01,1.0,2022-01-01,414,F,299,2021-09-08,1,299
14812,2020-11-13,2022-01-01,1.0,2022-01-01,414,C,414,2022-01-01,2,115
16283,2020-11-13,2023-09-04,1.0,2023-05-20,918,F,464,2022-02-20,1,464
16283,2020-11-13,2023-09-04,1.0,2023-05-20,918,C,918,2023-05-20,2,454
17025,2020-11-13,2023-09-12,0.0,2023-05-20,918,C,918,2023-05-20,1,918
17114,2020-11-13,2023-04-29,0.0,2023-04-29,897,C,897,2023-04-29,1,897
17372,2020-11-13,2023-04-04,0.0,2023-04-04,872,C,872,2023-04-04,1,872
17701,2020-11-13,2023-09-14,0.0,2023-05-20,918,C,918,2023-05-20,1,918
17759,2020-11-13,2023-06-16,0.0,2023-05-20,918,C,918,2023-05-20,1,918
18047,2020-11-13,2023-11-13,0.0,2023-05-20,918,C,918,2023-05-20,1,918
19326,2020-11-13,2023-11-13,0.0,2023-05-20,918,C,918,2023-05-20,1,918
19784,2020-11-13,2023-11-13,0.0,2023-05-20,918,C,918,2023-05-20,1,918
19920,2020-11-13,2023-11-13,0.0,2023-05-20,918,C,918,2023-05-20,1,918
19945,2020-11-13,2023-11-13,0.0,2023-05-20,918,C,918,2023-05-20,1,918
20461,2020-11-13,2023-11-13,0.0,2023-05-20,918,C,918,2023-05-20,1,918
23820,2020-11-13,2022-12-06,0.0,2022-12-06,753,C,753,2022-12-06,1,753
25626,2020-11-13,2022-09-15,0.0,2022-09-15,671,C,671,2022-09-15,1,671
26529,2020-11-13,2023-05-05,0.0,2023-05-05,903,C,903,2023-05-05,1,903
10134,2020-11-14,2023-11-14,0.0,2023-05-20,917,C,917,2023-05-20,1,917
10876,2020-11-14,2023-08-12,0.0,2023-05-20,917,C,917,2023-05-20,1,917
11302,2020-11-14,2023-04-25,1.0,2023-04-25,892,F,264,2021-08-05,1,264
11302,2020-11-14,2023-04-25,1.0,2023-04-25,892,C,892,2023-04-25,2,628
11374,2020-11-14,2023-07-18,1.0,2023-05-20,917,F,227,2021-06-29,1,227
11374,2020-11-14,2023-07-18,1.0,2023-05-20,917,C,917,2023-05-20,2,690
12371,2020-11-14,2023-01-15,4.0,2023-01-15,792,F,181,2021-05-14,1,181
12371,2020-11-14,2023-01-15,4.0,2023-01-15,792,F,189,2021-05-22,2,8
12371,2020-11-14,2023-01-15,4.0,2023-01-15,792,F,582,2022-06-19,3,393
12371,2020-11-14,2023-01-15,4.0,2023-01-15,792,F,782,2023-01-05,4,200
12371,2020-11-14,2023-01-15,4.0,2023-01-15,792,C,792,2023-01-15,5,10
12429,2020-11-14,2022-07-15,3.0,2022-07-15,608,F,230,2021-07-02,1,230
12429,2020-11-14,2022-07-15,3.0,2022-07-15,608,F,280,2021-08-21,2,50
12429,2020-11-14,2022-07-15,3.0,2022-07-15,608,F,326,2021-10-06,3,46
12429,2020-11-14,2022-07-15,3.0,2022-07-15,608,C,608,2022-07-15,4,282
12500,2020-11-14,2022-04-28,4.0,2022-04-28,530,F,190,2021-05-23,1,190
12500,2020-11-14,2022-04-28,4.0,2022-04-28,530,F,450,2022-02-07,2,260
12500,2020-11-14,2022-04-28,4.0,2022-04-28,530,F,527,2022-04-25,3,77
12500,2020-11-14,2022-04-28,4.0,2022-04-28,530,F,529,2022-04-27,4,2
12500,2020-11-14,2022-04-28,4.0,2022-04-28,530,C,530,2022-04-28,5,1
12526,2020-11-14,2022-09-27,2.0,2022-09-27,682,F,108,2021-03-02,1,108
12526,2020-11-14,2022-09-27,2.0,2022-09-27,682,F,330,2021-10-10,2,222
12526,2020-11-14,2022-09-27,2.0,2022-09-27,682,C,682,2022-09-27,3,352
12685,2020-11-14,2022-06-23,4.0,2022-06-23,586,F,139,2021-04-02,1,139
12685,2020-11-14,2022-06-23,4.0,2022-06-23,586,F,305,2021-09-15,2,166
12685,2020-11-14,2022-06-23,4.0,2022-06-23,586,F,328,2021-10-08,3,23
12685,2020-11-14,2022-06-23,4.0,2022-06-23,586,F,567,2022-06-04,4,239
12685,2020-11-14,2022-06-23,4.0,2022-06-23,586,C,586,2022-06-23,5,19
12802,2020-11-14,2022-10-07,3.0,2022-10-07,692,F,166,2021-04-29,1,166
12802,2020-11-14,2022-10-07,3.0,2022-10-07,692,F,431,2022-01-19,2,265
12802,2020-11-14,2022-10-07,3.0,2022-10-07,692,F,558,2022-05-26,3,127
12802,2020-11-14,2022-10-07,3.0,2022-10-07,692,C,692,2022-10-07,4,134
13247,2020-11-14,2023-04-01,0.0,2023-04-01,868,C,868,2023-04-01,1,868
13804,2020-11-14,2023-11-14,0.0,2023-05-20,917,C,917,2023-05-20,1,917
14111,2020-11-14,2022-01-07,1.0,2022-01-07,419,F,96,2021-02-18,1,96
14111,2020-11-14,2022-01-07,1.0,2022-01-07,419,C,419,2022-01-07,2,323
14777,2020-11-14,2022-01-23,2.0,2022-01-23,435,F,26,2020-12-10,1,26
14777,2020-11-14,2022-01-23,2.0,2022-01-23,435,F,171,2021-05-04,2,145
14777,2020-11-14,2022-01-23,2.0,2022-01-23,435,C,435,2022-01-23,3,264
14891,2020-11-14,2021-09-03,5.0,2021-09-03,293,F,66,2021-01-19,1,66
14891,2020-11-14,2021-09-03,5.0,2021-09-03,293,F,72,2021-01-25,2,6
14891,2020-11-14,2021-09-03,5.0,2021-09-03,293,F,76,2021-01-29,3,4
14891,2020-11-14,2021-09-03,5.0,2021-09-03,293,F,225,2021-06-27,4,149
14891,2020-11-14,2021-09-03,5.0,2021-09-03,293,F,232,2021-07-04,5,7
14891,2020-11-14,2021-09-03,5.0,2021-09-03,293,C,293,2021-09-03,6,61
15504,2020-11-14,2022-10-27,1.0,2022-10-27,712,F,167,2021-04-30,1,167
15504,2020-11-14,2022-10-27,1.0,2022-10-27,712,C,712,2022-10-27,2,545
15926,2020-11-14,2023-03-31,0.0,2023-03-31,867,C,867,2023-03-31,1,867
16661,2020-11-14,2023-02-17,0.0,2023-02-17,825,C,825,2023-02-17,1,825
16830,2020-11-14,2023-11-14,0.0,2023-05-20,917,C,917,2023-05-20,1,917
17681,2020-11-14,2023-11-14,1.0,2023-05-20,917,F,706,2022-10-21,1,706
17681,2020-11-14,2023-11-14,1.0,2023-05-20,917,C,917,2023-05-20,2,211
17716,2020-11-14,2023-05-01,0.0,2023-05-01,898,C,898,2023-05-01,1,898
17754,2020-11-14,2023-09-29,0.0,2023-05-20,917,C,917,2023-05-20,1,917
17839,2020-11-14,2023-08-25,0.0,2023-05-20,917,C,917,2023-05-20,1,917
17966,2020-11-14,2023-09-06,0.0,2023-05-20,917,C,917,2023-05-20,1,917
18846,2020-11-14,2023-11-14,0.0,2023-05-20,917,C,917,2023-05-20,1,917
19245,2020-11-14,2023-11-14,0.0,2023-05-20,917,C,917,2023-05-20,1,917
19893,2020-11-14,2023-11-14,0.0,2023-05-20,917,C,917,2023-05-20,1,917
20027,2020-11-14,2023-11-14,0.0,2023-05-20,917,C,917,2023-05-20,1,917
21580,2020-11-14,2023-04-27,0.0,2023-04-27,894,C,894,2023-04-27,1,894
24887,2020-11-14,2022-03-25,3.0,2022-03-25,496,F,206,2021-06-08,1,206
24887,2020-11-14,2022-03-25,3.0,2022-03-25,496,F,301,2021-09-11,2,95
24887,2020-11-14,2022-03-25,3.0,2022-03-25,496,F,393,2021-12-12,3,92
24887,2020-11-14,2022-03-25,3.0,2022-03-25,496,C,496,2022-03-25,4,103
26130,2020-11-14,2023-07-13,0.0,2023-05-20,917,C,917,2023-05-20,1,917
10035,2020-11-15,2023-10-14,0.0,2023-05-20,916,C,916,2023-05-20,1,916
13773,2020-11-15,2023-05-25,0.0,2023-05-20,916,C,916,2023-05-20,1,916
13796,2020-11-15,2022-11-11,0.0,2022-11-11,726,C,726,2022-11-11,1,726
14567,2020-11-15,2021-10-19,2.0,2021-10-19,338,F,217,2021-06-20,1,217
14567,2020-11-15,2021-10-19,2.0,2021-10-19,338,F,243,2021-07-16,2,26
14567,2020-11-15,2021-10-19,2.0,2021-10-19,338,C,338,2021-10-19,3,95
15303,2020-11-15,2023-04-12,0.0,2023-04-12,878,C,878,2023-04-12,1,878
15497,2020-11-15,2022-11-24,0.0,2022-11-24,739,C,739,2022-11-24,1,739
15620,2020-11-15,2022-08-06,0.0,2022-08-06,629,C,629,2022-08-06,1,629
16126,2020-11-15,2023-05-18,0.0,2023-05-18,914,C,914,2023-05-18,1,914
16207,2020-11-15,2023-02-14,0.0,2023-02-14,821,C,821,2023-02-14,1,821
16475,2020-11-15,2023-05-25,0.0,2023-05-20,916,C,916,2023-05-20,1,916
16575,2020-11-15,2023-02-03,0.0,2023-02-03,810,C,810,2023-02-03,1,810
17313,2020-11-15,2023-11-15,0.0,2023-05-20,916,C,916,2023-05-20,1,916
17677,2020-11-15,2023-09-22,1.0,2023-05-20,916,F,463,2022-02-21,1,463
17677,2020-11-15,2023-09-22,1.0,2023-05-20,916,C,916,2023-05-20,2,453
17999,2020-11-15,2023-03-11,0.0,2023-03-11,846,C,846,2023-03-11,1,846
18241,2020-11-15,2023-11-15,1.0,2023-05-20,916,F,892,2023-04-26,1,892
18241,2020-11-15,2023-11-15,1.0,2023-05-20,916,C,916,2023-05-20,2,24
18274,2020-11-15,2023-11-15,0.0,2023-05-20,916,C,916,2023-05-20,1,916
18546,2020-11-15,2023-10-04,1.0,2023-05-20,916,F,471,2022-03-01,1,471
18546,2020-11-15,2023-10-04,1.0,2023-05-20,916,C,916,2023-05-20,2,445
19108,2020-11-15,2023-11-15,0.0,2023-05-20,916,C,916,2023-05-20,1,916
19903,2020-11-15,2023-11-15,0.0,2023-05-20,916,C,916,2023-05-20,1,916
19923,2020-11-15,2023-11-15,0.0,2023-05-20,916,C,916,2023-05-20,1,916
21287,2020-11-15,2023-10-22,0.0,2023-05-20,916,C,916,2023-05-20,1,916
22951,2020-11-15,2022-11-06,3.0,2022-11-06,721,F,518,2022-04-17,1,518
22951,2020-11-15,2022-11-06,3.0,2022-11-06,721,F,552,2022-05-21,2,34
22951,2020-11-15,2022-11-06,3.0,2022-11-06,721,F,560,2022-05-29,3,8
22951,2020-11-15,2022-11-06,3.0,2022-11-06,721,C,721,2022-11-06,4,161
24129,2020-11-15,2022-07-15,2.0,2022-07-15,607,F,428,2022-01-17,1,428
24129,2020-11-15,2022-07-15,2.0,2022-07-15,607,F,551,2022-05-20,2,123
24129,2020-11-15,2022-07-15,2.0,2022-07-15,607,C,607,2022-07-15,3,56
27249,2020-11-15,2023-04-26,0.0,2023-04-26,892,C,892,2023-04-26,1,892
27724,2020-11-15,2023-08-18,0.0,2023-05-20,916,C,916,2023-05-20,1,916
10889,2020-11-16,2023-11-16,0.0,2023-05-20,915,C,915,2023-05-20,1,915
11479,2020-11-16,2023-11-16,0.0,2023-05-20,915,C,915,2023-05-20,1,915
12116,2020-11-16,2022-12-16,4.0,2022-12-16,760,F,27,2020-12-13,1,27
12116,2020-11-16,2022-12-16,4.0,2022-12-16,760,F,56,2021-01-11,2,29
12116,2020-11-16,2022-12-16,4.0,2022-12-16,760,F,410,2021-12-31,3,354
12116,2020-11-16,2022-12-16,4.0,2022-12-16,760,F,629,2022-08-07,4,219
12116,2020-11-16,2022-12-16,4.0,2022-12-16,760,C,760,2022-12-16,5,131
12207,2020-11-16,2022-02-08,3.0,2022-02-08,449,F,31,2020-12-17,1,31
12207,2020-11-16,2022-02-08,3.0,2022-02-08,449,F,66,2021-01-21,2,35
12207,2020-11-16,2022-02-08,3.0,2022-02-08,449,F,442,2022-02-01,3,376
12207,2020-11-16,2022-02-08,3.0,2022-02-08,449,C,449,2022-02-08,4,7
12401,2020-11-16,2023-04-05,5.0,2023-04-05,870,F,245,2021-07-19,1,245
12401,2020-11-16,2023-04-05,5.0,2023-04-05,870,F,262,2021-08-05,2,17
12401,2020-11-16,2023-04-05,5.0,2023-04-05,870,F,305,2021-09-17,3,43
12401,2020-11-16,2023-04-05,5.0,2023-04-05,870,F,437,2022-01-27,4,132
12401,2020-11-16,2023-04-05,5.0,2023-04-05,870,F,718,2022-11-04,5,281
12401,2020-11-16,2023-04-05,5.0,2023-04-05,870,C,870,2023-04-05,6,152
12548,2020-11-16,2022-10-28,3.0,2022-10-28,711,F,226,2021-06-30,1,226
12548,2020-11-16,2022-10-28,3.0,2022-10-28,711,F,317,2021-09-29,2,91
12548,2020-11-16,2022-10-28,3.0,2022-10-28,711,F,622,2022-07-31,3,305
12548,2020-11-16,2022-10-28,3.0,2022-10-28,711,C,711,2022-10-28,4,89
12564,2020-11-16,2023-08-03,2.0,2023-05-20,915,F,207,2021-06-11,1,207
12564,2020-11-16,2023-08-03,2.0,2023-05-20,915,F,705,2022-10-22,2,498
12564,2020-11-16,2023-08-03,2.0,2023-05-20,915,C,915,2023-05-20,3,210
12670,2020-11-16,2022-04-23,6.0,2022-04-23,523,F,64,2021-01-19,1,64
12670,2020-11-16,2022-04-23,6.0,2022-04-23,523,F,106,2021-03-02,2,42
12670,2020-11-16,2022-04-23,6.0,2022-04-23,523,F,139,2021-04-04,3,33
12670,2020-11-16,2022-04-23,6.0,2022-04-23,523,F,183,2021-05-18,4,44
12670,2020-11-16,2022-04-23,6.0,2022-04-23,523,F,463,2022-02-22,5,280
12670,2020-11-16,2022-04-23,6.0,2022-04-23,523,F,480,2022-03-11,6,17
12670,2020-11-16,2022-04-23,6.0,2022-04-23,523,C,523,2022-04-23,7,43
12703,2020-11-16,2022-07-07,5.0,2022-07-07,598,F,63,2021-01-18,1,63
12703,2020-11-16,2022-07-07,5.0,2022-07-07,598,F,108,2021-03-04,2,45
12703,2020-11-16,2022-07-07,5.0,2022-07-07,598,F,180,2021-05-15,3,72
12703,2020-11-16,2022-07-07,5.0,2022-07-07,598,F,205,2021-06-09,4,25
12703,2020-11-16,2022-07-07,5.0,2022-07-07,598,F,486,2022-03-17,5,281
12703,2020-11-16,2022-07-07,5.0,2022-07-07,598,C,598,2022-07-07,6,112
12775,2020-11-16,2023-11-16,1.0,2023-05-20,915,F,615,2022-07-24,1,615
12775,2020-11-16,2023-11-16,1.0,2023-05-20,915,C,915,2023-05-20,2,300
13569,2020-11-16,2023-06-13,0.0,2023-05-20,915,C,915,2023-05-20,1,915
14167,2020-11-16,2022-09-10,4.0,2022-09-10,663,F,133,2021-03-29,1,133
14167,2020-11-16,2022-09-10,4.0,2022-09-10,663,F,387,2021-12-08,2,254
14167,2020-11-16,2022-09-10,4.0,2022-09-10,663,F,545,2022-05-15,3,158
14167,2020-11-16,2022-09-10,4.0,2022-09-10,663,F,581,2022-06-20,4,36
14167,2020-11-16,2022-09-10,4.0,2022-09-10,663,C,663,2022-09-10,5,82
14563,2020-11-16,2021-10-08,4.0,2021-10-08,326,F,8,2020-11-24,1,8
14563,2020-11-16,2021-10-08,4.0,2021-10-08,326,F,223,2021-06-27,2,215
14563,2020-11-16,2021-10-08,4.0,2021-10-08,326,F,262,2021-08-05,3,39
14563,2020-11-16,2021-10-08,4.0,2021-10-08,326,F,266,2021-08-09,4,4
14563,2020-11-16,2021-10-08,4.0,2021-10-08,326,C,326,2021-10-08,5,60
14707,2020-11-16,2021-10-17,2.0,2021-10-17,335,F,102,2021-02-26,1,102
14707,2020-11-16,2021-10-17,2.0,2021-10-17,335,F,218,2021-06-22,2,116
14707,2020-11-16,2021-10-17,2.0,2021-10-17,335,C,335,2021-10-17,3,117
14976,2020-11-16,2021-11-20,6.0,2021-11-20,369,F,103,2021-02-27,1,103
14976,2020-11-16,2021-11-20,6.0,2021-11-20,369,F,104,2021-02-28,2,1
14976,2020-11-16,2021-11-20,6.0,2021-11-20,369,F,137,2021-04-02,3,33
14976,2020-11-16,2021-11-20,6.0,2021-11-20,369,F,244,2021-07-18,4,107
14976,2020-11-16,2021-11-20,6.0,2021-11-20,369,F,331,2021-10-13,5,87
14976,2020-11-16,2021-11-20,6.0,2021-11-20,369,F,332,2021-10-14,6,1
14976,2020-11-16,2021-11-20,6.0,2021-11-20,369,C,369,2021-11-20,7,37
15006,2020-11-16,2023-07-25,0.0,2023-05-20,915,C,915,2023-05-20,1,915
15492,2020-11-16,2023-11-16,0.0,2023-05-20,915,C,915,2023-05-20,1,915
15676,2020-11-16,2022-11-11,0.0,2022-11-11,725,C,725,2022-11-11,1,725
16737,2020-11-16,2023-03-30,1.0,2023-03-30,864,F,216,2021-06-20,1,216
16737,2020-11-16,2023-03-30,1.0,2023-03-30,864,C,864,2023-03-30,2,648
16827,2020-11-16,2022-11-23,0.0,2022-11-23,737,C,737,2022-11-23,1,737
16935,2020-11-16,2023-11-16,0.0,2023-05-20,915,C,915,2023-05-20,1,915
17287,2020-11-16,2023-11-16,0.0,2023-05-20,915,C,915,2023-05-20,1,915
17653,2020-11-16,2023-04-15,1.0,2023-04-15,880,F,812,2023-02-06,1,812
17653,2020-11-16,2023-04-15,1.0,2023-04-15,880,C,880,2023-04-15,2,68
18164,2020-11-16,2023-11-16,0.0,2023-05-20,915,C,915,2023-05-20,1,915
18261,2020-11-16,2023-11-16,0.0,2023-05-20,915,C,915,2023-05-20,1,915
18360,2020-11-16,2023-11-16,1.0,2023-05-20,915,F,483,2022-03-14,1,483
18360,2020-11-16,2023-11-16,1.0,2023-05-20,915,C,915,2023-05-20,2,432
18572,2020-11-16,2023-11-16,1.0,2023-05-20,915,F,604,2022-07-13,1,604
18572,2020-11-16,2023-11-16,1.0,2023-05-20,915,C,915,2023-05-20,2,311
19004,2020-11-16,2023-11-16,0.0,2023-05-20,915,C,915,2023-05-20,1,915
19680,2020-11-16,2023-11-16,0.0,2023-05-20,915,C,915,2023-05-20,1,915
20919,2020-11-16,2023-11-16,0.0,2023-05-20,915,C,915,2023-05-20,1,915
28153,2020-11-16,2023-11-16,0.0,2023-05-20,915,C,915,2023-05-20,1,915
28385,2020-11-16,2023-11-16,0.0,2023-05-20,915,C,915,2023-05-20,1,915
10328,2020-11-17,2023-11-17,0.0,2023-05-20,914,C,914,2023-05-20,1,914
10473,2020-11-17,2023-11-17,0.0,2023-05-20,914,C,914,2023-05-20,1,914
10659,2020-11-17,2023-11-17,0.0,2023-05-20,914,C,914,2023-05-20,1,914
10679,2020-11-17,2023-10-07,0.0,2023-05-20,914,C,914,2023-05-20,1,914
11113,2020-11-17,2022-09-18,0.0,2022-09-18,670,C,670,2022-09-18,1,670
12107,2020-11-17,2022-03-05,3.0,2022-03-05,473,F,39,2020-12-26,1,39
12107,2020-11-17,2022-03-05,3.0,2022-03-05,473,F,159,2021-04-25,2,120
12107,2020-11-17,2022-03-05,3.0,2022-03-05,473,F,376,2021-11-28,3,217
12107,2020-11-17,2022-03-05,3.0,2022-03-05,473,C,473,2022-03-05,4,97
12416,2020-11-17,2022-10-17,4.0,2022-10-17,699,F,196,2021-06-01,1,196
12416,2020-11-17,2022-10-17,4.0,2022-10-17,699,F,396,2021-12-18,2,200
12416,2020-11-17,2022-10-17,4.0,2022-10-17,699,F,453,2022-02-13,3,57
12416,2020-11-17,2022-10-17,4.0,2022-10-17,699,F,530,2022-05-01,4,77
12416,2020-11-17,2022-10-17,4.0,2022-10-17,699,C,699,2022-10-17,5,169
12525,2020-11-17,2022-07-15,1.0,2022-07-15,605,F,309,2021-09-22,1,309
12525,2020-11-17,2022-07-15,1.0,2022-07-15,605,C,605,2022-07-15,2,296
12635,2020-11-17,2022-03-03,2.0,2022-03-03,471,F,140,2021-04-06,1,140
12635,2020-11-17,2022-03-03,2.0,2022-03-03,471,F,277,2021-08-21,2,137
12635,2020-11-17,2022-03-03,2.0,2022-03-03,471,C,471,2022-03-03,3,194
12973,2020-11-17,2023-11-17,3.0,2023-05-20,914,F,34,2020-12-21,1,34
12973,2020-11-17,2023-11-17,3.0,2023-05-20,914,F,299,2021-09-12,2,265
12973,2020-11-17,2023-11-17,3.0,2023-05-20,914,F,622,2022-08-01,3,323
12973,2020-11-17,2023-11-17,3.0,2023-05-20,914,C,914,2023-05-20,4,292
13166,2020-11-17,2023-02-01,0.0,2023-02-01,806,C,806,2023-02-01,1,806
14045,2020-11-17,2022-01-07,1.0,2022-01-07,416,F,79,2021-02-04,1,79
14045,2020-11-17,2022-01-07,1.0,2022-01-07,416,C,416,2022-01-07,2,337
14122,2020-11-17,2022-08-29,1.0,2022-08-29,650,F,515,2022-04-16,1,515
14122,2020-11-17,2022-08-29,1.0,2022-08-29,650,C,650,2022-08-29,2,135
15244,2020-11-17,2023-11-17,0.0,2023-05-20,914,C,914,2023-05-20,1,914
15406,2020-11-17,2023-08-31,0.0,2023-05-20,914,C,914,2023-05-20,1,914
15598,2020-11-17,2023-04-26,0.0,2023-04-26,890,C,890,2023-04-26,1,890
16189,2020-11-17,2023-07-30,0.0,2023-05-20,914,C,914,2023-05-20,1,914
16888,2020-11-17,2023-06-02,0.0,2023-05-20,914,C,914,2023-05-20,1,914
17171,2020-11-17,2023-03-12,0.0,2023-03-12,845,C,845,2023-03-12,1,845
17504,2020-11-17,2023-03-19,1.0,2023-03-19,852,F,708,2022-10-26,1,708
17504,2020-11-17,2023-03-19,1.0,2023-03-19,852,C,852,2023-03-19,2,144
17586,2020-11-17,2023-07-21,1.0,2023-05-20,914,F,422,2022-01-13,1,422
17586,2020-11-17,2023-07-21,1.0,2023-05-20,914,C,914,2023-05-20,2,492
18147,2020-11-17,2023-11-17,0.0,2023-05-20,914,C,914,2023-05-20,1,914
18542,2020-11-17,2023-11-17,0.0,2023-05-20,914,C,914,2023-05-20,1,914
18671,2020-11-17,2023-11-15,0.0,2023-05-20,914,C,914,2023-05-20,1,914
18874,2020-11-17,2023-11-17,1.0,2023-05-20,914,F,110,2021-03-07,1,110
18874,2020-11-17,2023-11-17,1.0,2023-05-20,914,C,914,2023-05-20,2,804
19531,2020-11-17,2023-11-17,0.0,2023-05-20,914,C,914,2023-05-20,1,914
19939,2020-11-17,2023-11-17,0.0,2023-05-20,914,C,914,2023-05-20,1,914
20604,2020-11-17,2023-09-24,0.0,2023-05-20,914,C,914,2023-05-20,1,914
21882,2020-11-17,2023-11-17,1.0,2023-05-20,914,F,343,2021-10-26,1,343
21882,2020-11-17,2023-11-17,1.0,2023-05-20,914,C,914,2023-05-20,2,571
22905,2020-11-17,2023-07-04,2.0,2023-05-20,914,F,393,2021-12-15,1,393
22905,2020-11-17,2023-07-04,2.0,2023-05-20,914,F,453,2022-02-13,2,60
22905,2020-11-17,2023-07-04,2.0,2023-05-20,914,C,914,2023-05-20,3,461
23738,2020-11-17,2023-11-17,0.0,2023-05-20,914,C,914,2023-05-20,1,914
28034,2020-11-17,2023-11-17,0.0,2023-05-20,914,C,914,2023-05-20,1,914
29142,2020-11-17,2023-11-17,0.0,2023-05-20,914,C,914,2023-05-20,1,914
10718,2020-11-18,2023-11-18,0.0,2023-05-20,913,C,913,2023-05-20,1,913
12227,2020-11-18,2022-04-02,1.0,2022-04-02,500,F,34,2020-12-22,1,34
12227,2020-11-18,2022-04-02,1.0,2022-04-02,500,C,500,2022-04-02,2,466
12313,2020-11-18,2022-08-25,2.0,2022-08-25,645,F,377,2021-11-30,1,377
12313,2020-11-18,2022-08-25,2.0,2022-08-25,645,F,615,2022-07-26,2,238
12313,2020-11-18,2022-08-25,2.0,2022-08-25,645,C,645,2022-08-25,3,30
12679,2020-11-18,2022-05-15,2.0,2022-05-15,543,F,25,2020-12-13,1,25
12679,2020-11-18,2022-05-15,2.0,2022-05-15,543,F,257,2021-08-02,2,232
12679,2020-11-18,2022-05-15,2.0,2022-05-15,543,C,543,2022-05-15,3,286
13207,2020-11-18,2022-12-31,0.0,2022-12-31,773,C,773,2022-12-31,1,773
13360,2020-11-18,2023-10-21,0.0,2023-05-20,913,C,913,2023-05-20,1,913
13584,2020-11-18,2023-08-09,0.0,2023-05-20,913,C,913,2023-05-20,1,913
14141,2020-11-18,2022-02-05,2.0,2022-02-05,444,F,62,2021-01-19,1,62
14141,2020-11-18,2022-02-05,2.0,2022-02-05,444,F,242,2021-07-18,2,180
14141,2020-11-18,2022-02-05,2.0,2022-02-05,444,C,444,2022-02-05,3,202
15060,2020-11-18,2023-11-18,0.0,2023-05-20,913,C,913,2023-05-20,1,913
15569,2020-11-18,2023-11-15,0.0,2023-05-20,913,C,913,2023-05-20,1,913
15691,2020-11-18,2023-05-06,0.0,2023-05-06,899,C,899,2023-05-06,1,899
