car_type,model_year,interval_start,interval_end,duration,exposure_month,n_censored,n_failed,active_warranties,ln_warranties
Heavy Duty Truck,2021,2021-03-01,2021-03-31,1,03,0.0,7.0,150,5.0106352940962555
Heavy Duty Truck,2021,2021-03-01,2021-03-31,2,03,0.0,7.0,150,5.0106352940962555
Heavy Duty Truck,2021,2021-03-01,2021-03-31,3,03,0.0,9.0,150,5.0106352940962555
Heavy Duty Truck,2021,2021-03-01,2021-03-31,4,03,0.0,5.0,150,5.0106352940962555
Heavy Duty Truck,2021,2021-03-01,2021-03-31,5,03,0.0,2.0,150,5.0106352940962555
Heavy Duty Truck,2021,2021-04-01,2021-04-30,0,04,0.0,5.0,203,5.313205979041787
Heavy Duty Truck,2021,2021-04-01,2021-04-30,1,04,0.0,11.0,203,5.313205979041787
Heavy Duty Truck,2021,2021-04-01,2021-04-30,2,04,0.0,6.0,203,5.313205979041787
Heavy Duty Truck,2021,2021-04-01,2021-04-30,3,04,0.0,9.0,203,5.313205979041787
Heavy Duty Truck,2021,2021-04-01,2021-04-30,4,04,0.0,9.0,203,5.313205979041787
Heavy Duty Truck,2021,2021-04-01,2021-04-30,5,04,0.0,5.0,203,5.313205979041787
Heavy Duty Truck,2021,2021-05-01,2021-05-31,0,05,0.0,7.0,269,5.594711379601839
Heavy Duty Truck,2021,2021-05-01,2021-05-31,1,05,0.0,13.0,269,5.594711379601839
Heavy Duty Truck,2021,2021-05-01,2021-05-31,2,05,0.0,11.0,269,5.594711379601839
Heavy Duty Truck,2021,2021-05-01,2021-05-31,3,05,0.0,10.0,269,5.594711379601839
Heavy Duty Truck,2021,2021-05-01,2021-05-31,4,05,0.0,10.0,269,5.594711379601839
Heavy Duty Truck,2021,2021-05-01,2021-05-31,5,05,0.0,5.0,269,5.594711379601839
Heavy Duty Truck,2021,2021-05-01,2021-05-31,6,05,0.0,3.0,269,5.594711379601839
Heavy Duty Truck,2021,2021-05-01,2021-05-31,7,05,0.0,1.0,269,5.594711379601839
Heavy Duty Truck,2021,2021-06-01,2021-06-30,0,06,0.0,6.0,340,5.8289456176102075
Heavy Duty Truck,2021,2021-06-01,2021-06-30,1,06,0.0,18.0,340,5.8289456176102075
Heavy Duty Truck,2021,2021-06-01,2021-06-30,2,06,0.0,11.0,340,5.8289456176102075
Heavy Duty Truck,2021,2021-06-01,2021-06-30,3,06,0.0,12.0,340,5.8289456176102075
Heavy Duty Truck,2021,2021-06-01,2021-06-30,4,06,0.0,6.0,340,5.8289456176102075
Heavy Duty Truck,2021,2021-06-01,2021-06-30,5,06,0.0,12.0,340,5.8289456176102075
Heavy Duty Truck,2021,2021-06-01,2021-06-30,6,06,0.0,5.0,340,5.8289456176102075
Heavy Duty Truck,2021,2021-06-01,2021-06-30,7,06,0.0,3.0,340,5.8289456176102075
Heavy Duty Truck,2021,2021-07-01,2021-07-31,0,07,0.0,8.0,416,6.030685260261263
Heavy Duty Truck,2021,2021-07-01,2021-07-31,1,07,0.0,14.0,416,6.030685260261263
Heavy Duty Truck,2021,2021-07-01,2021-07-31,2,07,0.0,14.0,416,6.030685260261263
Heavy Duty Truck,2021,2021-07-01,2021-07-31,3,07,0.0,12.0,416,6.030685260261263
Heavy Duty Truck,2021,2021-07-01,2021-07-31,4,07,0.0,6.0,416,6.030685260261263
Heavy Duty Truck,2021,2021-07-01,2021-07-31,5,07,0.0,8.0,416,6.030685260261263
Heavy Duty Truck,2021,2021-07-01,2021-07-31,6,07,0.0,9.0,416,6.030685260261263
Heavy Duty Truck,2021,2021-07-01,2021-07-31,7,07,0.0,4.0,416,6.030685260261263
Heavy Duty Truck,2021,2021-07-01,2021-07-31,8,07,0.0,7.0,416,6.030685260261263
Heavy Duty Truck,2021,2021-07-01,2021-07-31,9,07,0.0,3.0,416,6.030685260261263
Heavy Duty Truck,2021,2021-08-01,2021-08-31,0,08,0.0,12.0,502,6.218600119691729
Heavy Duty Truck,2021,2021-08-01,2021-08-31,1,08,0.0,21.0,502,6.218600119691729
Heavy Duty Truck,2021,2021-08-01,2021-08-31,2,08,0.0,10.0,502,6.218600119691729
Heavy Duty Truck,2021,2021-08-01,2021-08-31,3,08,0.0,12.0,502,6.218600119691729
Heavy Duty Truck,2021,2021-08-01,2021-08-31,4,08,0.0,11.0,502,6.218600119691729
Heavy Duty Truck,2021,2021-08-01,2021-08-31,5,08,0.0,6.0,502,6.218600119691729
Heavy Duty Truck,2021,2021-08-01,2021-08-31,6,08,0.0,3.0,502,6.218600119691729
Heavy Duty Truck,2021,2021-08-01,2021-08-31,7,08,0.0,7.0,502,6.218600119691729
Heavy Duty Truck,2021,2021-08-01,2021-08-31,8,08,0.0,5.0,502,6.218600119691729
Heavy Duty Truck,2021,2021-08-01,2021-08-31,9,08,0.0,2.0,502,6.218600119691729
Heavy Duty Truck,2021,2021-08-01,2021-08-31,10,08,0.0,1.0,502,6.218600119691729
Heavy Duty Truck,2021,2021-09-01,2021-09-30,0,09,0.0,7.0,579,6.361302477572996
Heavy Duty Truck,2021,2021-09-01,2021-09-30,1,09,0.0,20.0,579,6.361302477572996
Heavy Duty Truck,2021,2021-09-01,2021-09-30,2,09,0.0,15.0,579,6.361302477572996
Heavy Duty Truck,2021,2021-09-01,2021-09-30,3,09,0.0,12.0,579,6.361302477572996
Heavy Duty Truck,2021,2021-09-01,2021-09-30,4,09,0.0,12.0,579,6.361302477572996
Heavy Duty Truck,2021,2021-09-01,2021-09-30,5,09,0.0,10.0,579,6.361302477572996
Heavy Duty Truck,2021,2021-09-01,2021-09-30,6,09,0.0,8.0,579,6.361302477572996
Heavy Duty Truck,2021,2021-09-01,2021-09-30,7,09,0.0,10.0,579,6.361302477572996
Heavy Duty Truck,2021,2021-09-01,2021-09-30,8,09,0.0,4.0,579,6.361302477572996
Heavy Duty Truck,2021,2021-09-01,2021-09-30,9,09,0.0,8.0,579,6.361302477572996
Heavy Duty Truck,2021,2021-09-01,2021-09-30,10,09,0.0,5.0,579,6.361302477572996
Heavy Duty Truck,2021,2021-09-01,2021-09-30,11,09,1.0,1.0,579,6.361302477572996
Heavy Duty Truck,2021,2021-10-01,2021-10-31,0,10,0.0,4.0,651,6.478509642208569
Heavy Duty Truck,2021,2021-10-01,2021-10-31,1,10,0.0,10.0,651,6.478509642208569
Heavy Duty Truck,2021,2021-10-01,2021-10-31,2,10,0.0,17.0,651,6.478509642208569
Heavy Duty Truck,2021,2021-10-01,2021-10-31,3,10,0.0,18.0,651,6.478509642208569
Heavy Duty Truck,2021,2021-10-01,2021-10-31,4,10,0.0,17.0,651,6.478509642208569
Heavy Duty Truck,2021,2021-10-01,2021-10-31,5,10,0.0,13.0,651,6.478509642208569
Heavy Duty Truck,2021,2021-10-01,2021-10-31,6,10,0.0,16.0,651,6.478509642208569
Heavy Duty Truck,2021,2021-10-01,2021-10-31,7,10,0.0,13.0,651,6.478509642208569
Heavy Duty Truck,2021,2021-10-01,2021-10-31,8,10,0.0,5.0,651,6.478509642208569
Heavy Duty Truck,2021,2021-10-01,2021-10-31,9,10,5.0,8.0,651,6.478509642208569
Heavy Duty Truck,2021,2021-10-01,2021-10-31,10,10,5.0,5.0,651,6.478509642208569
Heavy Duty Truck,2021,2021-10-01,2021-10-31,11,10,1.0,2.0,651,6.478509642208569
Heavy Duty Truck,2021,2021-10-01,2021-10-31,12,10,1.0,1.0,651,6.478509642208569
Heavy Duty Truck,2021,2021-11-01,2021-11-30,0,11,0.0,11.0,713,6.569481420414296
Heavy Duty Truck,2021,2021-11-01,2021-11-30,1,11,0.0,19.0,713,6.569481420414296
Heavy Duty Truck,2021,2021-11-01,2021-11-30,2,11,0.0,14.0,713,6.569481420414296
Heavy Duty Truck,2021,2021-11-01,2021-11-30,3,11,0.0,24.0,713,6.569481420414296
Heavy Duty Truck,2021,2021-11-01,2021-11-30,4,11,0.0,11.0,713,6.569481420414296
Heavy Duty Truck,2021,2021-11-01,2021-11-30,5,11,0.0,8.0,713,6.569481420414296
Heavy Duty Truck,2021,2021-11-01,2021-11-30,6,11,0.0,12.0,713,6.569481420414296
Heavy Duty Truck,2021,2021-11-01,2021-11-30,7,11,0.0,8.0,713,6.569481420414296
Heavy Duty Truck,2021,2021-11-01,2021-11-30,8,11,0.0,9.0,713,6.569481420414296
Heavy Duty Truck,2021,2021-11-01,2021-11-30,9,11,1.0,3.0,713,6.569481420414296
Heavy Duty Truck,2021,2021-11-01,2021-11-30,10,11,0.0,4.0,713,6.569481420414296
Heavy Duty Truck,2021,2021-11-01,2021-11-30,11,11,3.0,1.0,713,6.569481420414296
Heavy Duty Truck,2021,2021-11-01,2021-11-30,12,11,2.0,1.0,713,6.569481420414296
Heavy Duty Truck,2021,2021-11-01,2021-11-30,13,11,0.0,3.0,713,6.569481420414296
Heavy Duty Truck,2021,2021-12-01,2021-12-31,0,12,0.0,6.0,768,6.643789733147672
Heavy Duty Truck,2021,2021-12-01,2021-12-31,1,12,0.0,21.0,768,6.643789733147672
Heavy Duty Truck,2021,2021-12-01,2021-12-31,2,12,0.0,11.0,768,6.643789733147672
Heavy Duty Truck,2021,2021-12-01,2021-12-31,3,12,0.0,16.0,768,6.643789733147672
Heavy Duty Truck,2021,2021-12-01,2021-12-31,4,12,0.0,22.0,768,6.643789733147672
Heavy Duty Truck,2021,2021-12-01,2021-12-31,5,12,0.0,17.0,768,6.643789733147672
Heavy Duty Truck,2021,2021-12-01,2021-12-31,6,12,0.0,13.0,768,6.643789733147672
Heavy Duty Truck,2021,2021-12-01,2021-12-31,7,12,0.0,19.0,768,6.643789733147672
Heavy Duty Truck,2021,2021-12-01,2021-12-31,8,12,0.0,8.0,768,6.643789733147672
Heavy Duty Truck,2021,2021-12-01,2021-12-31,9,12,1.0,6.0,768,6.643789733147672
Heavy Duty Truck,2021,2021-12-01,2021-12-31,10,12,0.0,11.0,768,6.643789733147672
Heavy Duty Truck,2021,2021-12-01,2021-12-31,11,12,2.0,6.0,768,6.643789733147672
Heavy Duty Truck,2021,2021-12-01,2021-12-31,12,12,3.0,7.0,768,6.643789733147672
Heavy Duty Truck,2021,2021-12-01,2021-12-31,13,12,2.0,5.0,768,6.643789733147672
Heavy Duty Truck,2021,2021-12-01,2021-12-31,14,12,2.0,1.0,768,6.643789733147672
Heavy Duty Truck,2021,2022-01-01,2022-01-31,0,01,0.0,8.0,815,6.703188113240863
Heavy Duty Truck,2021,2022-01-01,2022-01-31,1,01,0.0,15.0,815,6.703188113240863
Heavy Duty Truck,2021,2022-01-01,2022-01-31,2,01,0.0,21.0,815,6.703188113240863
Heavy Duty Truck,2021,2022-01-01,2022-01-31,3,01,0.0,14.0,815,6.703188113240863
Heavy Duty Truck,2021,2022-01-01,2022-01-31,4,01,0.0,19.0,815,6.703188113240863
Heavy Duty Truck,2021,2022-01-01,2022-01-31,5,01,0.0,17.0,815,6.703188113240863
Heavy Duty Truck,2021,2022-01-01,2022-01-31,6,01,0.0,17.0,815,6.703188113240863
Heavy Duty Truck,2021,2022-01-01,2022-01-31,7,01,0.0,21.0,815,6.703188113240863
Heavy Duty Truck,2021,2022-01-01,2022-01-31,8,01,0.0,14.0,815,6.703188113240863
Heavy Duty Truck,2021,2022-01-01,2022-01-31,9,01,0.0,13.0,815,6.703188113240863
Heavy Duty Truck,2021,2022-01-01,2022-01-31,10,01,3.0,7.0,815,6.703188113240863
Heavy Duty Truck,2021,2022-01-01,2022-01-31,11,01,4.0,4.0,815,6.703188113240863
Heavy Duty Truck,2021,2022-01-01,2022-01-31,12,01,2.0,11.0,815,6.703188113240863
Heavy Duty Truck,2021,2022-01-01,2022-01-31,13,01,4.0,4.0,815,6.703188113240863
Heavy Duty Truck,2021,2022-01-01,2022-01-31,14,01,0.0,4.0,815,6.703188113240863
Heavy Duty Truck,2021,2022-02-01,2022-02-28,0,02,0.0,6.0,850,6.745236349484363
Heavy Duty Truck,2021,2022-02-01,2022-02-28,1,02,0.0,11.0,850,6.745236349484363
Heavy Duty Truck,2021,2022-02-01,2022-02-28,2,02,0.0,14.0,850,6.745236349484363
Heavy Duty Truck,2021,2022-02-01,2022-02-28,3,02,0.0,15.0,850,6.745236349484363
Heavy Duty Truck,2021,2022-02-01,2022-02-28,4,02,0.0,14.0,850,6.745236349484363
Heavy Duty Truck,2021,2022-02-01,2022-02-28,5,02,0.0,16.0,850,6.745236349484363
Heavy Duty Truck,2021,2022-02-01,2022-02-28,6,02,0.0,17.0,850,6.745236349484363
Heavy Duty Truck,2021,2022-02-01,2022-02-28,7,02,0.0,17.0,850,6.745236349484363
Heavy Duty Truck,2021,2022-02-01,2022-02-28,8,02,1.0,17.0,850,6.745236349484363
Heavy Duty Truck,2021,2022-02-01,2022-02-28,9,02,2.0,13.0,850,6.745236349484363
Heavy Duty Truck,2021,2022-02-01,2022-02-28,10,02,3.0,15.0,850,6.745236349484363
Heavy Duty Truck,2021,2022-02-01,2022-02-28,11,02,4.0,4.0,850,6.745236349484363
Heavy Duty Truck,2021,2022-02-01,2022-02-28,12,02,5.0,3.0,850,6.745236349484363
Heavy Duty Truck,2021,2022-02-01,2022-02-28,13,02,2.0,5.0,850,6.745236349484363
Heavy Duty Truck,2021,2022-02-01,2022-02-28,14,02,0.0,1.0,850,6.745236349484363
Heavy Duty Truck,2021,2022-02-01,2022-02-28,15,02,1.0,1.0,850,6.745236349484363
Heavy Duty Truck,2021,2022-03-01,2022-03-31,0,03,0.0,2.0,874,6.773080375655535
Heavy Duty Truck,2021,2022-03-01,2022-03-31,1,03,0.0,7.0,874,6.773080375655535
Heavy Duty Truck,2021,2022-03-01,2022-03-31,2,03,0.0,14.0,874,6.773080375655535
Heavy Duty Truck,2021,2022-03-01,2022-03-31,3,03,0.0,15.0,874,6.773080375655535
Heavy Duty Truck,2021,2022-03-01,2022-03-31,4,03,0.0,13.0,874,6.773080375655535
Heavy Duty Truck,2021,2022-03-01,2022-03-31,5,03,0.0,17.0,874,6.773080375655535
Heavy Duty Truck,2021,2022-03-01,2022-03-31,6,03,0.0,21.0,874,6.773080375655535
Heavy Duty Truck,2021,2022-03-01,2022-03-31,7,03,0.0,22.0,874,6.773080375655535
Heavy Duty Truck,2021,2022-03-01,2022-03-31,8,03,0.0,12.0,874,6.773080375655535
Heavy Duty Truck,2021,2022-03-01,2022-03-31,9,03,2.0,21.0,874,6.773080375655535
Heavy Duty Truck,2021,2022-03-01,2022-03-31,10,03,6.0,10.0,874,6.773080375655535
Heavy Duty Truck,2021,2022-03-01,2022-03-31,11,03,2.0,10.0,874,6.773080375655535
Heavy Duty Truck,2021,2022-03-01,2022-03-31,12,03,6.0,8.0,874,6.773080375655535
Heavy Duty Truck,2021,2022-03-01,2022-03-31,13,03,3.0,2.0,874,6.773080375655535
Heavy Duty Truck,2021,2022-03-01,2022-03-31,14,03,3.0,2.0,874,6.773080375655535
Heavy Duty Truck,2021,2022-03-01,2022-03-31,15,03,1.0,0.0,874,6.773080375655535
Heavy Duty Truck,2021,2022-03-01,2022-03-31,16,03,1.0,0.0,874,6.773080375655535
Heavy Duty Truck,2021,2022-03-01,2022-03-31,17,03,1.0,0.0,874,6.773080375655535
Heavy Duty Truck,2021,2022-04-01,2022-04-30,0,04,0.0,6.0,878,6.777646593635117
Heavy Duty Truck,2021,2022-04-01,2022-04-30,1,04,0.0,7.0,878,6.777646593635117
Heavy Duty Truck,2021,2022-04-01,2022-04-30,2,04,0.0,10.0,878,6.777646593635117
Heavy Duty Truck,2021,2022-04-01,2022-04-30,3,04,0.0,14.0,878,6.777646593635117
Heavy Duty Truck,2021,2022-04-01,2022-04-30,4,04,0.0,14.0,878,6.777646593635117
Heavy Duty Truck,2021,2022-04-01,2022-04-30,5,04,0.0,16.0,878,6.777646593635117
Heavy Duty Truck,2021,2022-04-01,2022-04-30,6,04,0.0,12.0,878,6.777646593635117
Heavy Duty Truck,2021,2022-04-01,2022-04-30,7,04,0.0,23.0,878,6.777646593635117
Heavy Duty Truck,2021,2022-04-01,2022-04-30,8,04,0.0,21.0,878,6.777646593635117
Heavy Duty Truck,2021,2022-04-01,2022-04-30,9,04,5.0,12.0,878,6.777646593635117
Heavy Duty Truck,2021,2022-04-01,2022-04-30,10,04,2.0,13.0,878,6.777646593635117
Heavy Duty Truck,2021,2022-04-01,2022-04-30,11,04,7.0,7.0,878,6.777646593635117
Heavy Duty Truck,2021,2022-04-01,2022-04-30,12,04,8.0,6.0,878,6.777646593635117
Heavy Duty Truck,2021,2022-04-01,2022-04-30,13,04,2.0,3.0,878,6.777646593635117
Heavy Duty Truck,2021,2022-04-01,2022-04-30,14,04,3.0,4.0,878,6.777646593635117
Heavy Duty Truck,2021,2022-04-01,2022-04-30,15,04,4.0,3.0,878,6.777646593635117
Heavy Duty Truck,2021,2022-04-01,2022-04-30,16,04,2.0,1.0,878,6.777646593635117
Heavy Duty Truck,2021,2022-04-01,2022-04-30,17,04,1.0,0.0,878,6.777646593635117
Heavy Duty Truck,2021,2022-05-01,2022-05-31,0,05,0.0,1.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-05-01,2022-05-31,1,05,0.0,8.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-05-01,2022-05-31,2,05,0.0,10.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-05-01,2022-05-31,3,05,0.0,8.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-05-01,2022-05-31,4,05,0.0,18.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-05-01,2022-05-31,5,05,0.0,11.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-05-01,2022-05-31,6,05,0.0,25.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-05-01,2022-05-31,7,05,0.0,13.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-05-01,2022-05-31,8,05,0.0,23.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-05-01,2022-05-31,9,05,3.0,18.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-05-01,2022-05-31,10,05,3.0,14.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-05-01,2022-05-31,11,05,11.0,8.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-05-01,2022-05-31,12,05,7.0,10.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-05-01,2022-05-31,13,05,4.0,7.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-05-01,2022-05-31,14,05,7.0,2.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-05-01,2022-05-31,15,05,1.0,2.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-05-01,2022-05-31,16,05,5.0,2.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-05-01,2022-05-31,17,05,3.0,1.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-05-01,2022-05-31,18,05,0.0,2.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-05-01,2022-05-31,19,05,0.0,1.0,865,6.762729506931879
Heavy Duty Truck,2021,2022-06-01,2022-06-30,0,06,0.0,2.0,826,6.716594773520978
Heavy Duty Truck,2021,2022-06-01,2022-06-30,2,06,0.0,12.0,826,6.716594773520978
Heavy Duty Truck,2021,2022-06-01,2022-06-30,3,06,0.0,15.0,826,6.716594773520978
Heavy Duty Truck,2021,2022-06-01,2022-06-30,4,06,0.0,8.0,826,6.716594773520978
Heavy Duty Truck,2021,2022-06-01,2022-06-30,5,06,0.0,14.0,826,6.716594773520978
Heavy Duty Truck,2021,2022-06-01,2022-06-30,6,06,0.0,13.0,826,6.716594773520978
Heavy Duty Truck,2021,2022-06-01,2022-06-30,7,06,0.0,17.0,826,6.716594773520978
Heavy Duty Truck,2021,2022-06-01,2022-06-30,8,06,1.0,12.0,826,6.716594773520978
Heavy Duty Truck,2021,2022-06-01,2022-06-30,9,06,1.0,11.0,826,6.716594773520978
Heavy Duty Truck,2021,2022-06-01,2022-06-30,10,06,10.0,18.0,826,6.716594773520978
Heavy Duty Truck,2021,2022-06-01,2022-06-30,11,06,5.0,19.0,826,6.716594773520978
Heavy Duty Truck,2021,2022-06-01,2022-06-30,12,06,8.0,15.0,826,6.716594773520978
Heavy Duty Truck,2021,2022-06-01,2022-06-30,13,06,10.0,7.0,826,6.716594773520978
Heavy Duty Truck,2021,2022-06-01,2022-06-30,14,06,10.0,4.0,826,6.716594773520978
Heavy Duty Truck,2021,2022-06-01,2022-06-30,15,06,4.0,3.0,826,6.716594773520978
Heavy Duty Truck,2021,2022-06-01,2022-06-30,16,06,3.0,1.0,826,6.716594773520978
Heavy Duty Truck,2021,2022-06-01,2022-06-30,17,06,4.0,1.0,826,6.716594773520978
Heavy Duty Truck,2021,2022-06-01,2022-06-30,18,06,0.0,2.0,826,6.716594773520978
Heavy Duty Truck,2021,2022-07-01,2022-07-31,1,07,0.0,3.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-07-01,2022-07-31,2,07,0.0,6.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-07-01,2022-07-31,3,07,0.0,5.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-07-01,2022-07-31,4,07,0.0,4.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-07-01,2022-07-31,5,07,0.0,11.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-07-01,2022-07-31,6,07,0.0,17.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-07-01,2022-07-31,7,07,0.0,15.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-07-01,2022-07-31,8,07,1.0,17.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-07-01,2022-07-31,9,07,2.0,20.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-07-01,2022-07-31,10,07,5.0,8.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-07-01,2022-07-31,11,07,12.0,12.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-07-01,2022-07-31,12,07,7.0,5.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-07-01,2022-07-31,13,07,8.0,7.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-07-01,2022-07-31,14,07,5.0,6.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-07-01,2022-07-31,15,07,6.0,2.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-07-01,2022-07-31,16,07,3.0,1.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-07-01,2022-07-31,17,07,2.0,2.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-07-01,2022-07-31,18,07,1.0,0.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-07-01,2022-07-31,19,07,1.0,0.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-07-01,2022-07-31,20,07,1.0,0.0,778,6.656726524178391
Heavy Duty Truck,2021,2022-08-01,2022-08-31,1,08,0.0,2.0,722,6.582025138892826
Heavy Duty Truck,2021,2022-08-01,2022-08-31,2,08,0.0,3.0,722,6.582025138892826
Heavy Duty Truck,2021,2022-08-01,2022-08-31,3,08,0.0,5.0,722,6.582025138892826
Heavy Duty Truck,2021,2022-08-01,2022-08-31,4,08,0.0,5.0,722,6.582025138892826
Heavy Duty Truck,2021,2022-08-01,2022-08-31,5,08,0.0,9.0,722,6.582025138892826
Heavy Duty Truck,2021,2022-08-01,2022-08-31,6,08,0.0,15.0,722,6.582025138892826
Heavy Duty Truck,2021,2022-08-01,2022-08-31,7,08,0.0,16.0,722,6.582025138892826
Heavy Duty Truck,2021,2022-08-01,2022-08-31,8,08,1.0,7.0,722,6.582025138892826
Heavy Duty Truck,2021,2022-08-01,2022-08-31,9,08,3.0,14.0,722,6.582025138892826
Heavy Duty Truck,2021,2022-08-01,2022-08-31,10,08,3.0,13.0,722,6.582025138892826
Heavy Duty Truck,2021,2022-08-01,2022-08-31,11,08,8.0,10.0,722,6.582025138892826
Heavy Duty Truck,2021,2022-08-01,2022-08-31,12,08,13.0,13.0,722,6.582025138892826
Heavy Duty Truck,2021,2022-08-01,2022-08-31,13,08,13.0,5.0,722,6.582025138892826
Heavy Duty Truck,2021,2022-08-01,2022-08-31,14,08,8.0,4.0,722,6.582025138892826
Heavy Duty Truck,2021,2022-08-01,2022-08-31,15,08,5.0,3.0,722,6.582025138892826
Heavy Duty Truck,2021,2022-08-01,2022-08-31,16,08,9.0,3.0,722,6.582025138892826
Heavy Duty Truck,2021,2022-08-01,2022-08-31,17,08,1.0,0.0,722,6.582025138892826
Heavy Duty Truck,2021,2022-08-01,2022-08-31,18,08,1.0,0.0,722,6.582025138892826
Heavy Duty Truck,2021,2022-08-01,2022-08-31,19,08,1.0,0.0,722,6.582025138892826
Heavy Duty Truck,2021,2022-09-01,2022-09-30,2,09,0.0,2.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,3,09,0.0,5.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,4,09,0.0,7.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,5,09,0.0,5.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,6,09,0.0,12.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,7,09,0.0,10.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,8,09,0.0,11.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,9,09,3.0,9.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,10,09,1.0,17.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,11,09,5.0,9.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,12,09,8.0,10.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,13,09,8.0,7.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,14,09,4.0,5.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,15,09,7.0,1.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,16,09,0.0,4.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,17,09,1.0,1.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,18,09,1.0,1.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,19,09,1.0,0.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,20,09,0.0,1.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,21,09,1.0,0.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-09-01,2022-09-30,22,09,1.0,0.0,660,6.492239835020471
Heavy Duty Truck,2021,2022-10-01,2022-10-31,3,10,0.0,3.0,618,6.42648845745769
Heavy Duty Truck,2021,2022-10-01,2022-10-31,4,10,0.0,3.0,618,6.42648845745769
Heavy Duty Truck,2021,2022-10-01,2022-10-31,5,10,0.0,7.0,618,6.42648845745769
Heavy Duty Truck,2021,2022-10-01,2022-10-31,6,10,0.0,7.0,618,6.42648845745769
Heavy Duty Truck,2021,2022-10-01,2022-10-31,7,10,0.0,10.0,618,6.42648845745769
Heavy Duty Truck,2021,2022-10-01,2022-10-31,8,10,0.0,13.0,618,6.42648845745769
Heavy Duty Truck,2021,2022-10-01,2022-10-31,9,10,1.0,13.0,618,6.42648845745769
Heavy Duty Truck,2021,2022-10-01,2022-10-31,10,10,0.0,8.0,618,6.42648845745769
Heavy Duty Truck,2021,2022-10-01,2022-10-31,11,10,8.0,11.0,618,6.42648845745769
Heavy Duty Truck,2021,2022-10-01,2022-10-31,12,10,4.0,15.0,618,6.42648845745769
Heavy Duty Truck,2021,2022-10-01,2022-10-31,13,10,9.0,13.0,618,6.42648845745769
